CONSUMPTION_SEGMENT_CODE,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01,2023-09-01,2023-10-01,2023-11-01,2023-12-01,2024-01-01,2024-02-01,2024-03-01,2024-04-01,2024-05-01,2024-06-01,2024-07-01,2024-08-01,2024-09-01,2024-10-01,2024-11-01,2024-12-01,2025-01-01,2025-02-01,2025-03-01
520237,,2,-3,1,2,-1,1,0,-1,0,-0,0,1,2,-1,-1,2,-1,-2,2,1,-2,4,-2,-1,1,-1,1,-1,-0,-1,2,-0,2,-1,-0,-1,2,1,1,-1,3,-1,0,3,0,-0,3,1,-0,0
520241,,-0,-1,0,0,-1,1,1,0,1,-0,0,0,-1,-1,1,-1,-1,2,-2,1,0,-1,0,3,1,1,1,-0,0,-1,-1,-0,3,-1,0,0,0,1,-2,-0,2,-1,0,0,0,-1,1,0,1,-0
520243,,-1,0,-0,0,1,1,0,-2,2,-0,3,0,1,-0,-2,4,-0,-2,2,0,2,-2,1,-0,0,-0,-1,2,0,-1,0,-0,-0,-0,-0,1,-0,-1,3,-1,1,0,1,-0,-2,-0,2,-0,0,0
520247,,3,-7,5,-3,1,-2,6,-5,3,0,-4,5,-1,-1,2,0,1,8,-2,-7,4,-3,-10,2,4,-3,-2,2,1,1,-1,-2,-1,2,-3,4,-6,6,1,-2,3,-2,2,-3,8,-1,3,-1,5,0
520250,,-2,-0,-1,-1,2,2,1,-3,6,2,2,1,0,-1,-2,2,1,-2,2,0,-1,0,1,1,-2,-0,2,-2,1,0,-1,1,1,-2,2,-1,-1,2,-1,2,4,0,0,0,0,0,1,-0,-0,-0
520255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430211,,4,1,-2,2,-1,-2,1,1,-1,2,1,-6,5,-1,-1,5,-3,1,-1,0,-1,2,-3,-1,3,-1,-0,0,-2,3,2,2,2,-1,1,-2,2,-0,-2,3,2,-1,-0,1,2,2,1,-4,4,-0
430216,,5,2,-5,2,-0,-5,5,4,-6,4,0,-5,2,-1,-4,7,-2,-1,2,-2,-0,1,-2,-3,3,0,0,1,-0,-3,2,1,2,0,0,-4,6,0,1,1,-1,-0,1,1,2,1,1,-4,3,0
430224,,1,2,-1,3,-0,-3,1,1,-3,5,-0,-6,3,-0,-8,4,1,1,4,-4,-0,5,-3,2,2,-1,-0,-1,2,-2,2,0,1,1,0,-4,5,2,-0,0,0,1,2,-2,1,3,-0,-3,3,0
430233,,-0,1,1,-0,-0,1,-1,2,-1,-0,1,-1,-1,1,4,0,-3,0,-1,2,-1,3,1,-1,4,0,-3,5,2,2,-2,3,-3,2,1,3,2,-5,5,-2,5,-3,3,-1,-1,3,2,3,2,0
430234,,-2,3,-0,-0,1,-1,-2,3,-2,3,1,-1,-1,1,-1,2,2,-4,2,-1,0,1,2,2,1,2,-2,1,2,-2,2,1,-3,1,2,-1,2,3,-0,-0,4,-3,2,1,-2,3,-1,4,1,0
430235,,1,1,-2,0,1,-2,2,2,-2,2,-2,0,1,0,-1,2,-0,-1,-1,2,-1,-1,2,-1,1,-0,0,-1,1,-1,1,1,-0,0,1,-3,2,1,-3,3,-1,-1,2,2,1,0,4,-0,1,-0
430237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430422,,1,0,-0,1,0,-3,-1,-0,0,0,-0,-4,0,1,-5,0,-0,3,1,-0,1,2,-3,-2,1,0,-1,1,-1,1,0,0,1,2,-1,4,3,1,-1,0,0,2,-2,3,3,-0,-1,0,4,-0
520118,,1,-1,0,-0,-0,-2,-0,1,-4,2,1,-4,3,-2,-3,2,3,-3,0,2,-4,-1,1,0,0,2,0,-0,0,0,3,0,1,4,1,1,-1,3,0,1,-0,-1,1,-0,-0,2,-6,-5,1,0
430509,,-4,5,-1,-5,5,-0,-5,5,-4,-1,-0,5,0,0,0,2,-0,-0,-1,-1,4,-5,-4,-0,2,-4,3,-1,3,-4,3,-4,-0,4,-1,2,0,0,12,0,-3,3,2,5,3,1,2,-5,4,-0
430529,,2,-0,2,0,0,-0,0,-1,0,0,1,2,3,-5,-1,-1,0,0,0,-3,0,-1,-0,1,-0,-0,0,0,-0,0,1,1,0,0,2,1,2,1,1,-2,-0,2,2,1,7,1,-0,2,0,0
430533,,-3,4,-2,-0,1,2,-5,5,3,-2,-0,0,1,-1,4,0,-5,-4,3,2,4,-2,2,1,1,-1,-1,1,0,2,1,1,-3,2,-1,1,-1,3,1,11,1,4,-0,5,2,4,0,-2,3,-0
430540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430507,,2,2,-1,-2,1,-0,-1,-2,2,2,-1,-2,2,0,-3,-0,0,1,0,-4,-2,2,-6,-0,-0,3,-0,-3,1,1,0,1,-3,3,0,4,1,3,0,2,1,1,5,-0,-1,2,-3,2,0,0
430531,,5,0,-4,1,2,-0,1,-3,-1,2,-2,3,-1,-2,-3,2,1,-5,8,-5,5,4,-6,4,-2,6,-2,-4,5,-5,2,1,2,-4,3,-0,4,-2,3,-4,5,5,-1,-2,0,-1,3,-5,6,-0
430414,,2,-2,0,2,-2,2,0,0,-5,2,-2,-9,1,-1,-1,2,-1,-1,3,-1,-1,2,-0,-1,1,2,-0,1,1,-0,1,0,-0,1,0,1,2,1,-2,4,-2,1,6,-2,3,-3,3,-2,5,-0
430304,,2,2,-2,2,-0,-0,0,1,-1,-1,3,-4,5,-2,0,-1,2,1,-1,-0,-2,3,0,-2,-1,1,4,1,-0,-0,1,-1,2,1,1,-1,7,-2,-1,4,-0,-1,2,-1,3,-1,1,-4,7,0
430407,,7,1,-4,3,1,-5,1,-2,1,-0,3,-4,5,-2,-1,1,-4,2,4,-5,-1,0,2,-4,0,2,2,-3,1,1,2,-5,10,1,-0,9,1,1,1,1,2,1,-1,1,-1,0,-0,-2,2,0
430423,,6,2,-3,1,0,-3,-0,-3,4,-0,1,-5,6,1,-3,2,4,1,-4,-4,1,1,2,-8,6,2,-4,-2,1,2,-2,-3,4,5,-1,1,2,4,-1,3,1,-1,1,-1,-2,1,5,-2,-1,-0
430419,,-0,-0,-1,1,0,2,-1,2,-4,1,2,-5,1,1,-1,2,2,-1,-1,-2,1,-1,2,-2,1,-3,1,-2,0,-2,3,-1,1,3,2,-1,1,0,2,0,-0,2,1,-2,3,1,-1,1,0,0
430505,,2,0,-0,1,1,1,1,-1,0,-0,1,2,-1,0,3,-0,1,1,-4,-2,1,-5,1,3,1,-0,-1,1,-0,-0,-0,2,-0,0,1,2,1,5,3,4,3,1,3,2,3,1,2,-1,-0,0
430307,,-2,-3,0,1,3,-3,3,-7,2,-6,2,3,1,0,-1,-4,-5,5,3,4,2,-3,-8,10,-3,5,-5,4,2,-5,4,-4,14,-10,6,2,2,-3,-2,8,-5,-4,4,0,-1,-0,-5,2,6,-0
430317,,9,-8,0,-1,-3,2,2,-2,5,-3,0,-0,3,-0,-0,4,5,-2,-4,-0,-3,3,-7,1,-0,-0,1,2,-5,7,5,0,3,0,7,-2,1,-1,0,-2,2,0,3,-2,-0,2,0,-2,4,-0
430351,,-2,5,-1,3,-2,-1,5,-4,1,-6,2,-3,8,2,6,-3,0,-4,-0,-4,4,0,-8,4,9,3,-9,1,5,-2,3,-3,4,1,-6,9,-5,7,2,-4,3,7,-2,-4,13,-3,-8,8,5,0
430356,,6,-2,-2,5,-4,-2,6,-2,-2,-4,5,-4,0,3,-2,2,-1,2,-3,4,-3,-4,3,4,-0,2,2,-0,0,4,-2,2,-2,-1,-2,3,3,0,-2,1,4,-0,-0,3,-0,-1,3,-2,3,0
430358,,-7,-1,-1,1,-1,-2,1,1,13,-6,-2,-5,-3,-2,-0,-0,-0,1,0,1,12,-8,-7,4,2,-2,-2,3,0,0,2,-2,7,9,3,-1,-8,13,-1,0,-0,-0,2,1,-2,-8,6,-2,4,0
430362,,0,-0,-3,1,2,-3,1,1,2,1,-1,-1,1,1,-1,-1,0,1,0,5,-1,-1,-1,-2,4,3,-4,2,1,0,5,-1,3,-2,3,-3,4,-1,1,1,2,0,4,2,1,-4,2,2,5,0
430524,,-1,0,-1,-0,1,-0,-0,-0,1,-2,-1,-3,-2,-5,-1,-1,-2,-3,1,-5,-6,-2,4,-3,1,-0,0,0,3,-1,0,-0,-0,1,1,2,-3,3,-3,2,0,2,-8,-1,1,4,1,2,-6,0
430541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430229,,0,-1,1,-0,-1,1,-1,-2,-2,3,1,-3,2,-0,0,-1,3,1,-2,3,-3,-1,3,-1,-1,2,1,-1,1,-1,-3,3,1,1,0,0,1,0,-1,-1,1,0,-0,1,-0,1,-2,1,-1,0
430236,,0,2,-4,2,2,-2,0,2,-2,4,3,-1,3,1,-2,0,-4,-1,4,5,-1,-0,-2,-2,2,-1,0,1,1,-3,2,2,1,-3,-1,3,4,7,-11,6,-2,-7,5,-6,12,1,-0,-9,9,0
520136,,3,-0,0,1,-4,1,0,-0,1,1,-2,1,3,-0,-4,-6,7,0,0,1,1,4,-3,-8,4,0,-2,2,0,-1,1,-1,1,0,0,-2,3,5,0,-1,1,-2,1,-2,1,-2,-3,-1,2,-0
430101,,4,-2,-2,2,1,-3,3,2,-2,3,2,-8,2,1,-1,-0,4,0,1,-1,-1,2,5,-4,5,2,-2,3,2,-3,1,6,-4,4,4,-5,2,5,-1,1,3,-4,2,3,-0,4,4,-6,1,-0
430104,,7,-1,-5,1,1,-3,2,1,-2,1,4,-6,2,-2,1,-1,0,0,-0,1,-1,1,1,-3,0,3,-1,0,2,-2,1,5,-2,2,2,-2,2,4,-1,1,3,-3,1,3,-3,1,6,-3,1,0
430119,,0,0,0,0,0,0,0,1,-1,0,1,-0,1,1,1,-1,-1,0,0,-0,1,1,1,0,0,1,0,2,1,1,1,-1,4,0,1,5,4,0,1,0,2,1,1,1,3,-0,2,9,-1,-0
430120,,4,1,-4,2,3,-4,0,3,-3,1,2,-7,3,1,-2,-8,10,-2,2,3,-2,-0,3,-2,0,2,1,0,2,-2,2,6,-3,2,3,-3,3,3,-2,1,6,-2,2,2,-2,1,3,-5,2,0
430127,,6,-2,-2,2,1,-4,4,2,-2,1,4,-8,1,1,-3,-0,5,0,1,-1,-2,1,3,-2,4,1,-2,3,3,-3,2,3,-3,3,3,-4,2,4,-0,2,2,-3,1,3,-0,2,2,-3,1,0
430133,,3,-1,-3,2,3,-5,2,1,-2,0,5,-6,2,1,-2,-0,1,-3,3,1,-1,-2,5,-3,0,2,-0,1,3,-1,1,6,-2,1,3,-4,5,3,-3,1,2,-2,2,3,-1,1,2,-4,2,0
430134,,3,1,-1,1,-2,-2,2,2,-1,2,-0,-4,2,-1,-2,-0,-1,1,1,2,-0,2,1,-3,2,0,-1,2,-0,1,0,2,0,-0,3,-1,7,1,-1,-0,0,-2,0,1,0,-1,5,-3,1,0
430137,,12,-4,-5,2,6,-6,2,4,-6,1,8,-11,5,-0,2,1,-0,-5,0,5,-3,0,6,-6,3,0,-0,3,4,-4,3,7,-3,1,10,-6,1,6,-2,2,4,-4,1,3,-3,1,4,-6,2,-0
430138,,2,1,-3,1,2,-4,0,2,-1,1,1,-7,4,0,-2,6,-3,-2,-1,2,-0,0,2,-2,2,3,-2,0,1,-1,1,2,-4,4,1,3,1,2,-1,2,-1,-2,2,3,-0,3,0,-2,1,-0
430139,,2,0,-1,1,0,-0,2,-0,-1,0,1,-1,1,1,-0,1,-1,-0,2,-2,1,2,1,-1,-1,-1,1,1,2,-2,3,-3,6,0,1,8,3,1,0,1,4,1,2,1,1,-0,2,9,-0,-0
430141,,2,-0,-3,2,4,-4,1,4,-2,-2,4,-4,3,2,-1,3,4,-2,2,1,-0,-1,2,-1,1,1,-0,2,3,-1,0,0,1,2,4,-4,2,4,-1,-0,4,-2,2,1,1,0,1,-3,1,-0
430142,,-4,1,-1,-1,1,-1,1,5,-3,-1,-1,-0,-1,2,7,-2,-2,-1,0,2,-3,-1,1,-3,1,-1,1,-0,0,-2,1,7,2,-0,3,4,-0,0,-0,4,0,-3,3,-1,0,-1,0,-1,0,-0
430143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520132,,6,1,-2,2,-1,-2,2,1,-3,4,2,-11,8,0,-1,2,2,-1,1,2,2,3,4,-6,3,1,4,-0,3,-1,2,2,-1,0,3,-5,5,2,-0,1,-1,0,1,2,-2,0,3,-2,3,-0
410602,,0,0,2,-0,-1,0,1,-0,0,0,0,0,0,-0,1,1,-0,-0,-1,1,-0,0,-0,1,0,0,0,1,-1,0,0,4,-0,2,1,0,1,1,1,1,-0,1,0,2,1,1,1,-1,1,-0
410607,,0,-0,1,0,1,0,1,0,0,-0,-1,-1,0,0,-0,-1,-0,1,1,-0,1,0,0,-0,0,0,0,1,2,-3,-0,0,0,1,1,-1,1,1,1,0,5,0,5,2,0,-2,3,1,3,0
410611,,0,1,-0,0,1,-0,0,-0,-0,0,0,-0,0,0,1,-1,2,-0,0,1,-0,-0,-1,0,-0,0,0,0,0,-0,3,-3,0,-4,1,1,3,1,0,-2,-3,-2,0,2,5,2,0,2,0,-0
410614,,-0,-4,-1,10,1,-2,-1,-0,1,1,-1,-1,1,0,1,2,0,-1,-1,-6,-0,1,-1,-3,-2,-0,2,2,1,1,1,-2,1,-1,2,-0,3,1,0,0,-1,-0,-0,4,1,0,1,-2,3,0
410621,,0,1,0,1,0,-1,0,3,0,-1,0,-1,-1,1,-0,-0,1,0,0,-0,0,-0,0,-1,0,0,-0,-0,3,0,1,-1,1,1,-2,-1,3,3,1,0,1,1,1,1,1,-0,1,-1,1,0
410625,,-0,-1,1,1,-0,-0,1,0,-0,-0,-0,1,-1,1,-1,-1,-3,4,-1,1,-1,2,-0,0,1,0,0,1,1,1,1,0,3,1,-1,1,2,2,0,0,1,-1,1,2,-1,1,-0,0,-0,0
410629,,-12,1,-1,6,-0,-2,9,3,-5,5,-1,-3,-3,3,-0,1,-2,-0,3,1,-3,0,-0,-1,1,-1,0,0,0,2,-0,2,0,0,1,-3,-3,6,1,1,0,2,3,0,0,2,2,-4,2,0
410631,,5,0,1,2,-0,0,-1,0,-1,2,1,1,0,0,-4,5,-4,0,2,2,-1,2,1,-2,-1,0,0,-0,-1,0,-1,2,1,1,1,0,-0,-1,3,1,-2,2,1,3,-0,-0,2,-3,-0,-0
410632,,-0,-1,-0,-1,0,-0,0,0,-1,-0,-1,-1,0,1,-0,-1,-1,0,2,1,-0,-0,1,-1,0,0,0,-0,1,1,0,0,-0,1,1,2,-0,0,0,1,-2,-1,-0,-0,0,-1,0,-1,0,0
410633,,-1,0,0,1,-1,-1,-0,0,1,-0,0,0,0,0,-0,3,-3,-0,-1,-1,3,-0,2,1,4,0,4,6,7,9,8,4,8,3,-0,1,-2,2,1,0,0,1,-1,0,-3,0,1,0,-0,-0
410637,,0,0,0,0,-1,0,1,0,0,-1,0,1,-1,2,0,0,-2,-2,3,0,-4,0,2,1,2,1,-0,-0,1,-0,1,1,0,0,3,-1,4,2,2,4,1,0,7,10,5,3,-0,-0,-1,0
420103,,1,0,-1,1,0,0,-1,1,0,2,1,-0,1,0,-0,0,-0,1,-2,2,0,0,-0,0,0,0,0,0,1,-0,-1,1,1,0,2,0,2,4,2,3,5,4,2,2,5,-0,-0,1,1,0
420405,,2,1,0,2,-4,-1,2,0,4,-3,0,3,-11,-18,-22,-7,17,1,-0,-4,4,-5,18,8,7,3,-4,5,3,1,-1,5,19,4,-3,4,12,44,-4,9,6,-6,-14,14,-0,-4,-9,-1,-5,0
430228,,8,1,-5,5,1,-5,4,1,-2,1,-1,-5,5,-2,-12,3,3,4,3,-1,1,-0,0,-5,4,0,-1,1,1,-3,2,-1,3,-1,1,-5,5,3,-1,0,0,2,3,0,1,2,1,-4,4,-0
430413,,0,-0,0,0,-0,1,0,-0,0,-0,0,0,0,-0,-3,0,3,1,0,-1,1,-0,-1,-0,-0,1,1,0,0,1,-1,1,1,2,-0,0,1,0,2,1,1,2,-0,3,1,1,1,0,0,-0
430539,,1,-4,0,-2,1,0,0,-2,-2,2,-2,1,-3,4,-2,-0,-1,-4,7,-2,-2,-3,-3,2,-1,-3,0,-3,-4,0,3,0,3,0,1,1,-0,3,-1,3,-0,2,1,-0,1,0,-0,-0,1,0
430525,,2,-2,2,-1,2,-1,-3,1,-0,-1,-2,6,-1,2,-1,0,-0,-1,-4,2,2,-10,0,5,-1,2,0,6,0,0,0,1,0,-2,1,1,2,0,0,1,1,2,-2,-0,4,0,2,1,0,0
430526,,0,1,-0,-0,0,0,0,0,-1,0,0,0,-0,0,6,-1,-7,7,-3,-1,0,-0,2,-0,2,-0,0,-0,-0,-0,-0,1,1,-0,0,1,0,0,-0,1,1,0,-0,1,0,1,-1,0,0,0
430527,,3,-0,0,-0,1,-0,-2,0,1,0,0,-1,1,0,-1,1,0,-1,-1,-0,1,1,0,-1,2,0,0,0,1,-0,-0,-1,1,1,1,-1,4,2,5,6,4,1,5,2,3,2,-1,0,1,0
430530,,1,-0,0,-0,-0,-1,2,0,0,1,1,-2,0,-0,1,-0,4,-1,-0,1,1,-2,1,0,-1,1,-0,4,-0,1,-2,1,2,-2,-1,3,0,2,0,1,-1,1,-0,-0,4,4,0,-2,1,0
430535,,0,0,0,0,0,-0,2,-2,1,-0,1,-0,2,-0,-0,-0,-0,0,1,0,-1,-1,-0,1,0,0,-0,-3,-0,0,1,0,-0,0,0,-1,-0,2,1,0,0,0,1,0,-0,-0,1,-1,1,0
430409,,0,0,-2,0,0,1,2,-1,2,-2,-1,-1,1,1,-0,-2,0,-2,4,-7,4,-6,-6,-1,2,2,1,2,0,0,1,-2,1,-0,3,7,2,1,-0,0,-1,-0,0,4,-1,0,0,-2,1,0
430503,,3,2,-6,1,7,-1,-8,1,4,5,2,-3,2,1,-2,3,-1,-5,-7,2,8,2,1,-7,5,-0,-5,4,6,-0,-6,-2,9,0,0,-4,7,-0,0,0,2,-4,-3,1,-0,3,4,-3,5,-0
520134,,2,0,1,3,-1,2,-2,3,-3,-1,-1,-2,10,-3,-8,0,1,-4,1,2,-2,-6,9,-10,2,4,-1,-0,1,-1,-3,7,-0,2,2,-2,0,3,5,3,-0,-1,-5,4,-1,4,-3,-3,-2,-0
630156,,3,-0,-2,-0,0,-0,1,-3,2,0,-2,1,1,0,-0,3,-5,2,1,1,0,-3,-2,-1,2,-2,2,1,-1,-1,3,2,0,-2,-2,3,-2,-0,0,4,-1,-1,-1,-1,2,2,-7,2,-2,0
630159,,1,-2,-3,-0,-2,0,-1,-1,1,-0,-3,1,-2,-1,-3,3,5,0,1,-1,1,-3,1,-0,2,2,-3,1,8,-2,-1,4,-1,-0,-2,4,-3,0,-5,-4,1,-2,1,2,-3,-2,5,-4,1,-0
630160,,2,-2,-2,-2,-1,-1,5,-1,1,-6,-0,-3,1,0,-2,1,-5,-1,5,-1,-3,-2,1,-1,2,-1,-2,7,-5,7,3,-0,-1,-3,-3,-4,-3,-5,-6,-3,-2,4,1,3,-2,3,9,-5,-0,-0
630164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630434,,-1,-0,0,-0,0,0,0,0,-0,0,0,0,0,0,-7,-2,3,0,5,1,-0,-8,2,0,1,-0,-0,7,0,0,1,0,1,-0,-0,1,1,-0,0,0,0,0,0,0,0,1,0,1,1,-0
630437,,-1,-0,0,2,0,1,-0,1,-2,0,0,-2,2,2,-10,-3,3,8,4,1,-2,-8,0,0,3,-5,-1,9,-0,0,2,-2,0,7,-6,-1,0,1,-4,4,-2,1,-1,1,1,3,1,-0,0,-0
630439,,1,-0,1,-1,1,2,-3,0,-1,3,-0,3,-2,1,-13,-7,13,-13,25,-1,1,-15,2,0,2,-4,4,9,-3,-1,3,-1,3,0,3,-3,0,0,0,-0,2,-2,1,1,-0,-0,-0,-0,0,-0
630440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630226,,2,-0,0,1,0,-8,0,3,2,-4,1,-0,-0,2,2,-3,4,-7,2,-6,1,1,-1,-3,5,-0,6,-1,-6,9,3,7,0,1,-1,-10,1,-2,2,1,-0,0,-3,4,-3,2,5,-0,4,-0
630376,,2,1,-3,-1,4,-6,1,0,2,-3,1,2,-3,0,12,-4,-5,4,0,1,-1,-1,5,3,-3,0,-2,-1,0,-1,2,5,-2,0,-1,4,5,-4,1,2,0,-2,2,-1,-1,3,-3,4,1,0
630314,,-0,-1,-4,2,-1,0,-0,-1,0,-1,0,5,-3,0,4,4,-5,-2,1,2,-3,2,1,3,-1,-1,0,-2,0,-1,0,1,-1,-1,1,2,-0,-2,-1,0,0,1,-2,2,0,1,-5,3,3,0
630317,,3,3,-3,-2,-4,1,-0,1,2,0,-0,3,3,-2,-7,3,2,-1,0,-1,1,-3,-1,3,12,-4,1,-2,-7,6,-0,4,-4,2,-2,-2,3,3,-0,3,-4,-0,-7,6,1,3,-1,2,3,0
630342,,1,-1,-0,0,1,0,0,-1,-0,0,-0,1,0,2,0,0,-1,-1,2,0,0,0,1,3,-1,1,0,0,-2,1,-2,1,-1,0,1,1,0,0,2,-0,1,-0,1,1,1,2,-0,-0,0,0
630359,,1,0,2,1,-0,0,-0,1,-0,1,-0,-0,0,0,1,-3,-1,3,1,1,0,-2,2,-1,-0,1,0,4,0,0,0,-1,0,0,0,1,0,0,0,1,0,0,0,0,2,2,1,1,0,-0
630368,,-3,1,0,5,0,-1,0,-0,1,-1,-1,3,-3,2,-2,3,-3,1,-1,1,-1,-2,-1,-6,3,0,-5,5,-3,3,2,2,0,-1,1,-2,4,3,-1,-0,1,2,1,0,2,2,-2,-2,5,0
630373,,2,1,-1,-0,-1,2,-4,1,0,-0,-0,4,-0,-0,6,-2,5,-3,-5,1,-0,11,1,2,-7,-10,0,3,-1,0,0,-1,-1,-2,2,1,7,-7,-1,-0,1,2,1,-4,2,2,-4,6,-1,0
630382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630505,,-0,-1,-1,1,1,-0,-0,0,1,1,-0,-2,-4,0,-1,-1,-3,2,2,1,1,0,2,1,2,1,-0,1,-1,1,0,3,1,-1,3,2,1,0,1,3,1,0,-0,-1,5,1,-0,-1,1,0
630507,,-0,-0,0,0,1,-4,-0,1,0,1,1,1,-0,0,1,-1,3,-0,-5,1,-1,0,7,-2,4,2,-1,-2,-0,-0,1,-3,-1,2,-1,-2,1,2,0,-1,3,-5,2,-2,-0,2,2,0,0,0
630510,,-2,0,-1,-1,3,0,-1,0,1,0,-1,0,-0,1,5,-2,-4,0,4,-1,-2,-4,2,3,2,0,-1,4,1,2,1,-1,5,1,1,1,2,1,-0,1,2,-0,2,1,1,1,3,1,1,-0
630518,,2,-2,-1,0,-0,0,-2,1,1,1,0,1,0,-1,-3,-2,-2,7,-0,1,-1,-4,4,-1,1,1,-1,-0,1,0,0,1,-1,1,3,0,4,-1,0,-0,2,2,-1,2,1,-1,0,0,3,-0
630519,,3,0,3,-2,-4,1,4,-1,-0,5,1,2,-1,0,5,1,1,-15,-2,9,4,4,0,2,1,1,-1,-2,0,4,-0,-3,-2,3,9,3,1,0,-2,2,-1,-4,2,3,-0,2,0,1,0,0
630525,,1,1,-2,-1,1,2,1,0,1,0,0,-2,-0,2,-6,9,-2,3,-2,0,1,1,1,1,1,-0,-4,5,-4,-1,2,5,-2,3,3,0,4,1,-1,-0,2,-1,1,2,2,2,1,6,1,0
630526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640212,,1,-1,2,0,-1,-5,1,10,0,-4,-2,2,4,-3,-0,0,0,0,-0,0,0,-0,0,-0,0,0,0,0,0,3,3,7,-1,1,-5,7,1,-0,4,-2,5,-3,-2,3,1,-3,-2,-0,3,0
220324,,0,-0,0,0,0,0,0,1,0,0,1,1,0,0,-0,0,0,2,1,-2,1,-0,1,-0,0,0,0,0,0,1,-0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,
640406,,-0,3,1,8,-3,9,-5,8,-5,-5,-8,-4,5,-1,4,8,-3,-6,1,-6,-8,20,-25,18,4,-1,5,8,-3,5,14,-8,-0,3,-7,-9,7,8,3,3,5,3,-2,4,1,-7,3,-8,4,0
430613,,4,1,0,1,-0,0,-4,2,0,2,2,0,0,0,-8,0,2,0,1,-0,0,-1,0,-0,0,0,-0,0,0,0,3,-1,1,1,1,2,11,1,2,1,4,5,3,2,2,-0,-0,2,5,-0
430617,,-1,0,-0,0,-0,0,1,-1,0,0,-1,1,-0,-0,12,0,-8,-0,-2,-0,3,-0,1,1,-1,1,-2,2,-2,-1,3,-3,2,1,0,1,0,1,0,1,-0,-1,4,-2,0,1,-0,-0,0,0
430621,,0,0,0,1,0,1,1,0,1,1,0,0,1,0,-0,0,-0,0,0,1,0,-0,1,1,1,-0,1,0,0,0,1,-0,1,1,1,1,0,1,1,1,1,2,1,1,1,1,1,0,1,-0
430622,,1,0,1,0,0,0,-0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0,-0,0,0,1,1,2,1,0,1,0,2,1,1,1,0,1,0
430626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630340,,0,0,-1,1,0,0,0,0,-2,0,-1,0,0,-1,1,0,-2,1,-0,2,-1,3,0,-1,0,-2,2,0,1,0,-0,0,0,1,-2,0,1,-0,1,-0,1,1,-0,0,1,-0,0,-1,1,-0
630343,,-2,0,-3,-1,0,0,1,0,2,-1,-1,0,-2,-1,-1,-2,-1,2,1,1,2,-0,-1,-1,-1,0,1,1,0,-0,1,2,-4,-0,2,-4,3,1,0,-0,0,-0,0,-0,-17,1,-1,0,0,-0
630345,,0,0,-1,0,-0,1,0,-0,0,0,0,0,1,0,0,0,-0,0,0,0,1,1,9,-0,2,0,0,0,0,0,0,-0,1,3,0,-0,8,-4,4,-0,1,-3,0,-0,-0,-0,3,0,1,0
630357,,-0,-3,1,0,1,-0,-0,-2,-1,0,-3,1,1,0,3,-1,0,0,0,-0,-2,-3,3,1,0,10,0,2,0,1,2,1,-2,4,8,2,11,0,-0,2,3,1,-1,0,-1,-0,-1,1,-0,-0
640219,,0,0,0,1,1,0,0,0,-0,0,0,0,0,0,-2,0,1,1,2,0,0,-2,3,-2,-0,1,-1,0,0,2,0,0,-0,-0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
