ITEM_ID,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01,2023-09-01,2023-10-01,2023-11-01,2023-12-01,2024-01-01,2024-02-01,2024-03-01,2024-04-01,2024-05-01,2024-06-01,2024-07-01,2024-08-01,2024-09-01,2024-10-01,2024-11-01,2024-12-01,2025-01-01,2025-02-01,2025-03-01,2025-04-01,2025-05-01,2025-06-01,2025-07-01,2025-08-01,2025-09-01,2025-10-01,2025-11-01,2025-12-01,2026-01-01
440246,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,8,8,8,6,6,6,4,4,4,3,3,3,1,1,1,6,6,6,9,9,9,13,13,13,16,16,16,14,14,14,15,15,15,13,13,13,10,10,10,1,1,1,2,2,2,-5,-5,-5,-1,-1,-1,8
440247,,,,,,,,,,,,,-40,-40,-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,0,0,0,0,0
440250,,,,,,,,,,,,,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,7,7,7,7,7,7,12,12,12,7,7,7,5,5,5,5,5,5,0
440252,,,,,,,,,,,,,-17,-17,-17,-15,-15,-15,-17,-17,-17,-17,-17,-17,-18,-18,-18,-32,-32,-32,-14,-14,-14,-21,-21,-21,-21,-21,-21,-12,-12,-12,-16,-16,-16,-11,-11,-11,-11,-11,-11,-1,-1,-1,-1,-1,-1,4,4,4,5,5,5,3,3,3,1,1,1,-1,-1,-1,1
440254,,,,,,,,,,,,,1,1,1,2,2,3,3,3,3,3,3,3,4,4,4,3,3,3,4,4,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,3,3,3,2,2,2,2,3,4,4,5,5,5,5,5,5,5,5,5
440255,,,,,,,,,,,,,-0,-6,-6,-7,-7,-5,-5,-5,-4,-4,-4,-4,-4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1,-0,-5,-5,-7,-7,-7,-7,-8,-8,-8,-7,-8,-7,-3,-3,-1,-1,-1,-0,-0,-1,-1,-6,-6,-6,-6,-10
440256,,,,,,,,,,,,,4,4,4,4,7,7,10,10,1,-0,3,4,5,5,5,5,5,5,2,2,1,1,1,1,0,0,0,0,-0,-0,-0,0,0,0,0,0,0,0,0,1,1,1,0,-0,-0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0
440257,,,,,,,,,,,,,1,1,1,-6,-6,-6,-4,-4,-4,-2,-2,-2,-5,-5,-5,18,18,18,25,25,25,24,24,24,30,30,30,13,13,13,10,10,10,8,8,8,7,7,7,10,10,10,4,4,4,5,5,5,5,5,5,7,7,7,7,7,7,5,5,5,7
440258,,,,,,,,,,,,,3,3,3,1,1,1,0,0,0,0,0,0,4,4,4,8,8,8,9,9,9,8,8,8,4,4,4,1,1,1,-0,-0,-0,1,1,1,-1,-1,-1,1,1,1,19,19,19,19,19,19,24,24,24,19,19,19,1,1,1,4,4,4,-2
440302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,17,17,25,25,25,25,25,25,35,24,24,24,24,24,13,13,13,13,13,13,6,6,6,6
440303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,6,10,9,9,7,7,7,7,4,10,4,6,4,-1,-1,-1,0,0,-2,-2,0,-5,-0
440401,,,,,,,,,,,,,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9,9,9,21,21,21,21,21,21,21,21,21,21,21,21,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6
440402,,,,,,,,,,,,,2,1,0,2,1,1,1,-0,1,1,-0,-0,0,0,-0,5,5,5,5,5,4,4,4,4,4,5,5,9,9,8,8,9,9,9,8,7,7,6,9,5,6,6,6,5,5,6,6,7,8,8,7,5,4,4,5,6,6,6,6,6,7
440403,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440405,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,14,14,14,14,14,14,14,14,14,14,14,14,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1
440406,,,,,,,,,,,,,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,5,5,5,8,8,8,10,10,10,10,10,10,7,7,7,4,4,4,12,12,12,12,12,12,10,10,10,14
440409,,,,,,,,,,,,,3,3,3,4,4,4,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5
440410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
510104,,,,,,,,,,,,,-10,-12,-11,-5,0,-1,-10,-9,-9,-8,-1,1,2,8,7,5,7,4,3,7,11,12,11,6,13,12,11,9,4,7,7,12,11,12,12,12,2,2,3,2,-0,-3,-1,-10,-6,-9,-6,-5,-2,-2,-1,-2,-2,2,1,7,2,4,-2,1,1
510106,,,,,,,,,,,,,-2,-9,-3,-0,5,1,1,1,-2,0,6,4,5,13,9,6,5,6,5,7,9,8,6,5,7,6,5,5,2,2,3,2,2,2,-2,2,3,3,4,6,7,4,2,1,1,1,7,2,0,0,1,-1,-1,1,2,1,0,1,-0,2,3
510108,,,,,,,,,,,,,-10,-18,-19,-7,-12,-13,-14,-7,-9,-9,-4,-2,3,12,10,2,9,10,7,6,7,6,9,9,10,11,10,6,3,6,7,9,10,7,3,4,4,2,8,4,11,2,5,-0,-2,0,3,0,0,0,-3,-2,-4,3,-3,1,1,4,0,4,3
510109,,,,,,,,,,,,,-15,-11,-9,-4,-2,-6,-3,-4,-10,-7,0,2,12,11,12,10,7,8,9,12,17,14,13,10,13,12,10,9,9,9,7,5,4,2,1,1,0,-1,2,2,2,1,0,-1,2,2,4,3,4,2,1,2,2,3,2,5,1,2,0,1,4
510113,,,,,,,,,,,,,-7,-10,-10,-4,9,-1,1,-4,-5,1,4,2,6,9,10,4,4,3,3,8,8,9,10,8,10,11,10,8,7,8,7,3,5,2,1,5,3,4,3,3,3,2,2,3,4,3,6,4,3,-0,-2,2,2,3,2,-1,0,1,-1,-3,-5
510117,,,,,,,,,,,,,-12,-7,-6,4,8,5,10,-3,-3,-2,5,2,13,9,9,6,5,4,5,8,6,8,9,9,8,9,9,10,10,9,8,8,11,6,4,6,5,3,3,0,2,2,3,3,4,5,6,4,4,4,4,5,2,2,3,1,-0,-1,-2,-1,-1
510118,,,,,,,,,,,,,-15,-14,-13,-5,0,-5,-2,-4,-2,-2,2,-1,13,13,15,9,8,7,5,5,7,7,9,11,10,10,9,11,10,10,10,12,11,9,5,4,1,3,4,2,5,3,-0,0,1,1,2,4,4,-1,1,-2,-6,-2,-1,-2,-2,1,0,0,-0
510120,,,,,,,,,,,,,-2,-8,-1,8,4,3,1,1,-3,-2,5,-0,5,10,9,7,10,8,6,7,11,10,9,12,9,10,6,6,6,3,6,6,5,4,3,1,2,1,6,3,1,3,-3,-4,-2,-4,-1,-3,-4,-4,-4,-1,1,-1,-0,0,1,2,0,5,4
510122,,,,,,,,,,,,,-1,2,1,2,-0,-2,-2,-3,-1,-1,-3,-6,-4,-3,-7,7,0,0,2,3,6,7,10,12,4,5,12,-1,13,17,11,11,7,5,9,7,14,12,8,7,4,0,-0,1,1,2,-1,-0,0,-0,2,3,0,3,7,5,5,7,9,4,-4
510124,,,,,,,,,,,,,-3,-3,-1,4,2,3,0,7,5,5,9,9,10,11,16,5,3,1,6,4,6,6,6,4,6,9,4,14,17,18,12,11,11,9,8,9,8,5,5,2,3,3,3,4,2,2,4,2,2,-0,0,-4,-7,-7,-7,-11,-8,-9,-9,-9,-10
510126,,,,,,,,,,,,,12,13,18,5,6,11,15,17,12,3,5,7,4,-1,9,15,19,14,13,5,-3,2,4,5,1,21,12,8,12,-1,5,14,26,17,11,13,15,-5,-5,0,-6,5,29,27,-3,0,3,2,0,1,6,2,2,4,-21,-19,2,3,3,3,-0
510127,,,,,,,,,,,,,-6,-3,10,17,25,47,47,22,6,4,9,23,16,20,16,10,3,-10,-5,2,9,13,8,-0,12,0,8,-4,-8,5,16,15,13,8,11,13,12,9,4,24,23,24,9,7,4,3,-9,-10,-11,-2,-9,-9,-2,-10,-0,-3,-1,-6,5,-1,4
510128,,,,,,,,,,,,,19,15,13,16,15,15,15,16,10,-4,-9,-2,-11,-6,29,32,34,34,23,20,37,38,42,43,38,37,-1,-5,-5,-8,17,20,11,9,9,3,3,12,13,13,11,15,2,1,6,10,10,9,12,3,4,6,6,2,2,5,-3,-3,-2,-5,-5
510130,,,,,,,,,,,,,-15,-9,-9,-4,-2,-3,-3,-5,10,9,18,12,24,17,24,23,22,21,20,22,3,1,-1,-4,2,8,3,0,-0,0,1,1,-2,0,-3,4,-2,-6,-3,-2,-2,-3,-2,-3,-2,-1,2,-1,-3,-6,-2,-3,-3,-3,-7,-5,3,1,-0,-0,7
510131,,,,,,,,,,,,,-4,-8,-7,1,11,5,7,4,3,2,4,4,4,13,13,9,6,7,8,11,13,10,7,6,12,6,9,9,9,9,7,4,7,5,6,4,4,5,2,2,1,-0,-2,-5,-3,-2,1,1,-1,-2,2,-2,0,1,5,4,4,3,-0,1,2
510132,,,,,,,,,,,,,-3,-5,-8,-3,-3,-2,-5,-5,-2,1,5,1,5,3,11,13,11,11,11,12,12,12,11,13,11,18,16,15,14,14,16,15,11,11,9,9,11,8,3,2,1,-1,-3,-3,-4,-4,0,-1,-4,-3,-2,-0,1,2,3,3,5,4,-1,1,5
510133,,,,,,,,,,,,,,,,,,,,,,,,,6,2,3,5,2,3,-0,-1,5,2,4,8,3,7,7,5,5,4,3,4,1,1,-3,-2,3,3,4,3,4,6,1,2,4,2,6,4,4,2,-3,-4,-2,-2,2,2,5,5,1,3,-1
510134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,13,12,7,8,9,9,6,5,3,2,5,7,3,1,2,5,4,3,3,6,7,8,6,5,5,8,5,4,5,8,6,5,2,-1,-0,-3
510206,,,,,,,,,,,,,-7,-15,-4,-4,-2,9,14,2,3,3,8,15,19,27,24,19,16,12,13,17,11,12,12,2,2,7,5,3,0,3,1,1,6,1,2,10,5,3,-1,4,3,1,4,1,-1,3,3,-2,2,3,6,1,1,3,3,-0,3,5,4,10,2
510208,,,,,,,,,,,,,-12,-17,-14,-10,17,7,8,-0,3,-1,4,16,19,24,28,23,19,17,16,22,11,10,12,9,4,11,7,11,4,5,6,4,9,10,9,3,7,4,2,1,3,2,-0,-2,1,6,5,7,7,1,3,-1,-4,-0,-2,8,4,5,3,7,9
510212,,,,,,,,,,,,,-1,-9,-5,0,17,12,6,2,-3,-8,2,-3,3,13,16,17,6,3,3,11,12,15,15,12,11,18,16,12,16,15,18,12,8,9,4,6,6,3,-4,-0,3,5,-5,4,-1,-0,2,1,-2,-6,1,-2,-2,-1,6,-5,7,0,-2,-1,4
510215,,,,,,,,,,,,,10,1,3,10,3,6,8,11,12,11,5,10,4,10,10,11,10,7,5,4,7,9,11,3,5,8,6,5,6,7,4,4,4,1,5,4,5,2,-1,-1,-3,-0,2,2,2,6,2,4,-1,2,4,1,-1,-3,-3,0,-2,-2,-4,-1,1
510219,,,,,,,,,,,,,-11,-13,-9,6,9,20,11,3,2,-1,5,9,18,18,16,9,1,-0,0,12,11,10,9,6,5,8,5,5,5,9,2,1,4,4,6,8,6,15,12,8,7,1,7,5,4,0,0,-1,7,-5,2,6,6,6,4,5,5,16,10,10,4
510223,,,,,,,,,,,,,-4,-16,-11,-17,-1,0,5,-4,-9,-12,-8,-7,-1,11,7,6,0,-4,-7,-3,2,3,4,4,2,3,1,2,1,9,9,11,8,5,5,5,3,5,9,4,6,-1,-3,-7,-3,5,-0,-1,2,-7,-4,0,-2,0,1,5,2,-3,-0,-1,-4
510233,,,,,,,,,,,,,-7,-8,-5,-3,-3,8,1,6,2,6,6,8,15,17,16,16,16,10,9,15,9,5,7,15,9,12,10,6,8,9,5,3,11,14,7,-1,3,1,4,5,1,1,7,10,5,5,13,8,7,9,5,2,6,1,3,2,2,2,-3,1,2
510235,,,,,,,,,,,,,-1,-9,-5,-8,-2,-9,-5,-10,-12,-12,-7,-2,0,8,2,0,-1,-1,5,1,6,4,0,1,2,4,10,9,12,8,2,8,9,9,9,8,7,5,-1,-0,-2,-1,1,2,-1,-2,5,3,1,-3,5,0,-0,5,1,2,6,7,2,1,2
510236,,,,,,,,,,,,,-9,-19,-14,-8,-11,-0,-9,-1,-1,-4,-4,-1,11,17,19,11,11,11,9,6,9,12,15,14,8,11,7,6,10,3,1,0,2,2,-6,-1,0,4,3,3,1,5,2,5,-0,-2,5,-1,-3,-8,-4,-6,-4,-2,0,1,4,4,5,6,3
510237,,,,,,,,,,,,,-14,-22,-19,-9,4,3,-0,-6,-5,-8,4,1,2,10,11,11,4,2,5,5,11,4,0,6,7,11,12,8,7,9,8,6,7,9,8,7,18,8,6,6,1,-1,-1,6,3,4,8,3,-3,0,4,3,7,8,9,2,7,4,-1,3,-2
510238,,,,,,,,,,,,,-13,-25,-21,-7,-1,-6,-4,-9,-0,1,9,5,11,19,16,10,9,5,5,13,3,-4,3,-1,1,5,6,10,6,4,10,9,7,15,11,12,8,14,9,-1,1,2,4,5,4,6,5,2,8,1,3,5,7,7,2,4,2,2,-0,7,3
510244,,,,,,,,,,,,,1,-1,6,13,-23,-6,-6,11,4,-9,-8,-10,-9,-8,-14,-8,-1,-1,-4,-7,5,10,16,13,9,15,21,17,18,17,15,7,1,7,6,6,7,2,-2,-2,-5,-6,-2,-0,2,-6,-3,2,1,2,1,-1,-1,0,1,2,3,9,4,-3,3
510245,,,,,,,,,,,,,-14,-23,-23,-8,2,-1,-2,-2,-2,-4,8,9,7,24,26,22,9,5,8,8,12,10,3,3,5,9,9,7,9,10,8,11,5,7,10,11,4,-1,-1,-2,0,-1,-4,2,1,-0,2,1,2,1,5,6,6,4,9,4,5,4,3,7,-0
510246,,,,,,,,,,,,,20,17,20,15,21,8,4,0,2,-17,-13,-10,-11,8,-2,8,2,16,26,23,13,29,19,22,21,6,3,12,14,13,6,9,15,-1,5,1,3,3,14,-4,-1,-7,-4,3,6,11,9,9,3,8,7,6,-1,6,1,-5,-9,-6,-10,-10,2
510248,,,,,,,,,,,,,-8,-17,-6,-2,-2,3,3,3,2,-2,2,4,14,28,20,20,17,10,11,12,12,15,10,8,12,8,10,8,9,10,8,13,17,10,8,12,10,13,6,6,5,3,-0,-2,-1,-2,1,-2,1,-7,2,2,8,7,10,9,7,9,10,10,5
510249,,,,,,,,,,,,,-17,-19,-17,12,-15,5,7,0,-9,-11,-5,-6,-4,1,4,-0,3,0,5,-1,17,12,3,5,3,2,1,1,2,3,-6,3,-8,-5,-1,1,7,5,5,7,2,0,7,8,0,2,3,4,3,1,1,-7,-7,-9,-12,-13,-11,-14,-9,-12,-10
510250,,,,,,,,,,,,,-5,-7,-4,4,6,7,7,6,-1,-1,5,10,6,8,10,6,3,1,2,4,0,-0,-4,-9,-2,4,5,5,6,7,4,4,9,4,8,9,7,6,-1,-2,-3,-5,-3,-2,1,4,3,4,5,1,10,7,7,8,8,7,3,5,2,3,5
510254,,,,,,,,,,,,,16,7,11,11,8,19,12,15,8,-0,15,19,0,2,3,5,5,5,12,7,6,14,2,1,2,5,-2,-4,-5,10,-2,1,8,8,12,11,15,15,17,17,21,1,11,10,-3,1,-4,-6,-6,-2,-2,-1,0,-0,7,7,7,-2,5,4,1
510255,,,,,,,,,,,,,-2,-0,2,1,6,3,8,8,8,0,-3,3,2,1,4,3,1,3,2,-1,1,8,5,7,9,8,8,7,11,11,8,13,17,14,17,13,13,11,9,9,8,5,8,8,7,3,7,2,9,12,10,10,8,12,4,-3,4,10,6,10,3
510256,,,,,,,,,,,,,6,17,18,28,22,12,12,12,14,14,18,18,9,6,7,3,4,4,2,3,3,6,-1,-4,-2,-1,-0,2,8,6,11,9,11,11,12,17,19,14,14,12,6,7,6,6,2,-1,1,2,0,0,-4,-3,4,2,0,-3,-6,-7,-2,-4,-4
510257,,,,,,,,,,,,,-8,-16,-8,-4,15,5,2,-0,6,6,17,9,18,23,25,25,21,15,14,15,8,9,8,5,-4,3,-1,-2,-0,1,1,0,1,2,-2,-3,4,1,-1,2,-2,-2,2,0,-1,4,2,3,-2,2,3,-1,4,8,4,10,7,2,6,6,9
510258,,,,,,,,,,,,,5,3,2,2,3,3,4,4,1,-2,2,0,-3,1,-3,-2,3,2,5,8,11,12,12,14,12,14,17,15,11,12,10,6,9,8,7,5,7,6,5,6,1,-1,1,5,-6,-0,4,4,-1,-4,-5,-10,-2,-3,-1,-1,8,1,-6,-2,1
510259,,,,,,,,,,,,,-11,-20,-23,-12,-18,-8,-0,4,-5,-11,4,4,-1,8,15,9,13,4,2,3,14,10,6,9,8,7,-0,-2,-1,3,2,-2,-4,2,2,4,1,1,-2,-1,3,-1,1,5,3,1,0,-1,6,2,7,6,-1,3,1,-1,2,4,-1,9,5
510260,,,,,,,,,,,,,20,15,20,21,15,22,19,15,1,10,5,-6,-11,-3,-6,-11,-5,-7,-2,1,7,-6,-5,4,9,1,1,9,10,34,22,23,23,13,12,13,11,9,11,10,5,-17,-10,-13,-14,-6,-4,-4,-4,-2,-4,-4,0,-1,4,2,5,7,5,3,-1
510261,,,,,,,,,,,,,,,,,,,,,,,,,0,4,2,1,-2,-5,-8,-2,-2,-2,3,1,3,5,5,6,9,5,12,17,14,16,12,9,6,7,6,7,1,6,6,0,3,4,0,3,4,3,8,4,3,4,0,-1,1,-2,-2,-2,1
510324,,,,,,,,,,,,,-0,2,3,8,3,4,6,5,5,7,11,10,8,7,10,6,6,6,5,7,6,6,5,3,8,9,7,9,9,9,6,1,4,1,2,4,-3,1,-1,-1,-0,0,-3,2,1,2,9,1,-1,-7,-3,-5,-12,-12,-11,-7,-7,-12,-19,-13,-8
510328,,,,,,,,,,,,,-17,-16,-12,-5,-0,8,9,-2,-3,4,12,12,14,-2,2,6,-2,-5,3,9,7,7,8,9,14,17,13,8,10,6,0,6,6,-3,-4,-6,-5,3,4,6,3,-3,-9,-12,-2,-2,-2,-1,-1,-2,-6,-4,-1,7,10,6,0,4,6,3,6
510330,,,,,,,,,,,,,1,2,3,7,7,4,4,6,8,7,11,12,4,5,4,-0,-1,-1,-4,-3,-2,-2,-0,-1,-0,-2,2,1,2,-1,2,5,4,10,7,10,10,7,-0,3,3,7,9,8,10,7,6,8,10,11,16,16,13,12,6,6,2,1,4,-0,-4
510336,,,,,,,,,,,,,-2,0,1,4,3,-1,2,1,-0,1,1,5,1,-1,1,1,-1,2,4,1,6,4,8,5,7,8,10,11,13,4,-2,-2,-1,-1,-4,-1,-0,-0,-3,1,1,5,3,9,10,8,11,9,-3,-3,-2,-13,-12,-11,-9,-13,-15,-14,-15,-15,1
510340,,,,,,,,,,,,,-6,-2,-2,-1,-5,-6,-9,-10,-6,-1,-3,3,-1,-3,6,-5,0,1,-0,-2,-3,-2,2,0,1,5,-7,8,10,20,11,13,8,2,-4,17,8,5,12,2,-3,-18,2,1,-4,-4,5,-13,6,7,8,2,3,5,-5,1,10,15,22,16,12
510344,,,,,,,,,,,,,1,-3,0,-3,-0,3,-2,-5,4,2,2,-1,3,4,4,2,2,7,-0,-3,-2,5,9,6,7,13,20,21,22,17,29,35,32,22,21,23,18,8,4,10,5,1,4,2,-2,1,-2,-1,-4,-5,-1,-11,-7,-5,-11,-9,-8,-9,-8,-4,-9
510347,,,,,,,,,,,,,-13,-10,-10,-4,0,-3,-4,-6,-5,1,7,5,1,3,8,2,8,6,7,12,14,10,13,12,9,10,13,14,11,6,8,8,9,6,-0,2,0,1,-0,-0,-1,3,2,-3,3,4,5,5,14,6,4,-3,-5,-2,-4,6,-2,-3,-3,-4,-6
510348,,,,,,,,,,,,,6,10,11,9,8,4,-3,5,4,-2,7,9,7,0,17,14,18,37,47,28,29,26,20,14,12,21,4,7,9,-2,-4,11,13,12,19,17,23,17,17,16,10,9,10,-10,-9,-6,-9,-8,-6,-8,-8,-14,-14,-13,-10,-0,-6,-14,-9,-12,-7
510349,,,,,,,,,,,,,4,4,15,17,16,22,18,14,13,9,10,11,7,7,5,-0,-4,-5,-3,-1,1,2,2,4,6,8,9,19,18,15,10,15,15,13,14,10,4,3,-2,-6,-2,-2,-1,-0,1,2,-1,0,-0,1,5,5,3,2,3,3,-2,-4,-2,0,2
510350,,,,,,,,,,,,,,,,,,,,,,,,,7,7,15,11,6,5,3,6,5,5,7,7,6,6,3,3,5,4,0,-0,-1,-0,-0,0,-6,-3,-4,-4,-6,-7,-1,-6,-2,-4,-3,-3,1,-6,1,0,2,1,-6,0,-2,-3,-4,-3,-4
510351,,,,,,,,,,,,,,,,,,,,,,,,,3,8,8,6,2,5,7,9,10,14,15,13,14,21,22,19,16,11,15,10,9,4,0,5,7,1,-2,0,-0,3,5,6,-1,5,6,1,-2,-3,-1,5,6,6,-8,-1,9,8,3,2,3
510352,,,,,,,,,,,,,,,,,,,,,,,,,4,9,24,10,9,9,6,2,-1,2,-6,-3,0,6,0,7,6,9,11,9,16,17,24,22,18,8,13,12,12,6,-3,2,-0,-4,-6,-4,-9,-8,-11,-6,-8,-4,2,-2,-5,0,7,0,1
510353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,-2,0,3,-5,-1,5,-7,-8,-8,-3,-3,-6,-6,1,3,1,-6,-8,5,3,-1,-6,-13
510402,,,,,,,,,,,,,-1,-3,-3,-0,-1,-3,-3,-4,-4,-2,2,1,2,4,4,5,2,3,4,7,8,7,8,6,7,8,7,7,6,7,6,5,4,4,2,4,3,-0,1,-1,1,-0,-0,-1,-2,-1,0,-1,-1,1,1,3,3,3,3,3,4,1,-0,1,0
510405,,,,,,,,,,,,,-2,-2,6,1,3,4,-5,-2,-1,2,5,6,5,8,1,8,6,5,5,5,8,5,5,6,3,6,12,5,9,13,12,16,12,10,7,11,9,7,1,1,1,-3,1,-4,-2,1,0,0,5,1,2,2,-2,2,1,5,2,1,2,-0,-0
510406,,,,,,,,,,,,,6,4,3,3,3,5,1,1,2,4,2,2,2,3,5,5,4,4,5,6,7,5,6,8,5,8,7,7,9,8,11,11,10,9,6,5,5,1,1,2,2,3,-2,-1,-4,-1,1,0,2,2,2,1,-2,-2,0,-1,1,-1,-3,-1,-3
510407,,,,,,,,,,,,,2,3,3,1,4,-1,-2,-2,-3,-1,3,1,4,4,5,4,5,3,2,3,5,5,2,3,2,5,6,3,8,6,9,11,7,6,9,11,5,4,5,5,2,2,-1,-1,2,1,-1,-3,2,-3,3,2,2,2,8,6,3,5,4,5,3
510413,,,,,,,,,,,,,-0,-3,-1,3,1,-4,-3,-3,-2,-3,0,-1,2,6,5,5,3,4,3,4,6,9,8,8,7,5,9,9,8,8,10,9,8,4,5,6,5,4,-0,-1,0,0,-0,-1,-1,0,-1,-1,0,2,3,3,3,3,2,2,2,3,1,4,4
510415,,,,,,,,,,,,,1,1,2,1,-1,-0,2,2,2,2,3,1,4,4,4,3,4,8,7,9,13,12,13,13,11,11,11,14,13,9,14,13,10,10,9,11,9,9,11,9,8,9,5,4,4,4,1,-1,4,4,2,3,3,3,3,3,2,4,5,6,0
510419,,,,,,,,,,,,,-6,-1,1,6,5,4,5,5,6,4,5,10,13,6,6,9,5,6,11,10,14,20,23,16,15,19,19,15,16,17,14,13,6,5,3,5,5,0,-0,-0,-2,-1,-1,-2,-1,-2,-2,-2,-3,-0,1,1,3,2,3,3,2,2,1,3,3
510429,,,,,,,,,,,,,7,16,11,-7,-6,-6,-6,8,8,10,11,7,5,4,5,7,10,7,8,8,7,9,7,9,7,5,5,4,3,3,2,2,5,5,5,3,6,5,5,5,4,5,6,4,2,1,1,2,0,2,2,3,2,3,4,3,1,3,3,3,4
510432,,,,,,,,,,,,,-7,-9,-4,-1,1,3,-0,4,-3,-7,1,1,5,4,5,7,7,8,4,6,10,11,6,6,10,13,10,6,9,2,9,10,4,7,8,12,9,5,5,13,9,11,8,2,9,1,-1,-1,4,-3,2,-4,-1,-3,0,-3,-0,3,1,-1,-3
510433,,,,,,,,,,,,,9,9,6,7,4,9,10,10,10,10,19,19,7,7,13,14,13,15,14,10,12,6,3,3,-0,0,-2,-1,-1,-4,-3,-2,-0,1,2,2,8,9,9,9,9,9,8,6,1,3,2,7,1,-1,-3,-6,-3,-2,-3,-3,0,-4,3,0,0
510434,,,,,,,,,,,,,3,3,5,1,-4,0,-2,-5,-3,-11,-8,-4,5,4,4,2,5,5,5,8,9,14,13,9,-1,-1,-1,0,1,-1,-2,-0,2,5,1,2,7,14,13,6,5,7,6,3,-8,-10,-6,-6,-1,-9,-4,-4,-4,-4,-5,-9,-4,-2,-5,-7,-8
510435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-5,-8,-3,1,1,1,2,-4,-3,-1,-3,-20,60,64,57,51,51,45,50,57,53,51,54,98,-6,-2,-6,-3,-5,-4,-4,-5,-5,-7,-9,-5
510436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4,-2,-2,6,6,3,-2,13,9,12,16,15,19,14,14,7,4,1,-4,-5,-2,-1,-5,-2,-2,-6,-4,-4,-5,-3,5,-3,-0,-3,-4,-7,-12
510437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,-1,5,6,2,9,7,6,5,1,8,9,10,11,11,8,5,-2,-3,-3,-3,-1,-7,-4,-5,-5,-7,-6,-4,-9,-6,-5,-6,-6,-6,-13
510438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,12,6,5,4,2,1,1,0,-0,2,0,-2,-9,-5,-4,-4,-3,-5,-6,-6,-5,-6,-3,-2,-0,-0,3,-1,-1,1,2,1,0,0,-0
510439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,7,3,3,2,3,2,2,3,3,1,1,-0,1,1,1,1,1,3,2,3,1,4,4
510440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,5,7,7,7,1,3,3,4,2,-1,-0
