"CONSUMPTION_SEGMENT_CODE","202101","202102","202103","202104","202105","202106","202107","202108","202109","202110","202111","202112","202201","202202","202203","202204","202205","202206","202207","202208","202209","202210","202211","202212","202301","202302","202303","202304","202305","202306","202307","202308","202309","202310","202311","202312","202401","202402","202403","202404","202405","202406","202407","202408","202409","202410","202411","202412","202501","202502","202503","202504","202505","202506","202507","202508","202509","202510","202511","202512","202601","202602"
"220209","100.447","99.803","100.067","100.065","100.573","100.573","100.573","100.573","101.393","101.392","101.392","101.392","102.018","100","100","100","100.526","100.526","100.526","100.526","101.678","101.678","101.678","101.678","102.873","100","100","100","101.289","101.289","101.289","101.289","73.076","73.68","73.681","73.681","73.981","100","100","100","95.637","95.637","95.637","95.637","85.56","85.56","85.56","85.56","83.568","100","100","100","97.588","97.588","97.588","97.588","98.905","98.905","98.905","98.905","95.62629925","100"
"220210","100.447","99.803","100.067","100.065","100.323","100.326","100.326","100.326","101.144","101.141","101.141","101.141","101.083","100","100","100","101.507","101.505","101.505","101.505","103.142","103.142","103.142","103.142","104.446","100","100","100","100.469","100.469","100.469","100.469","103.214","103.208","103.208","103.208","97.106","100","100","100","102.315","102.305","102.308","102.308","104.055","104.056","104.056","104.056","105.495","100","100","100","100.555","100.555","100.555","100.555","101.49","101.49","101.49","101.49","103.4558613","100"
"220323","106.417","100.511","100.731","100.925","99.841","100.705","100.879","101.079","101.599","102.692","102.947","103.807","104.462","100.802","101.681","104.365","105.901","107.687","108.528","109.783","110.028","111.406","112.172","112.688","113.393","101.449","101.854","102.602","103.117","104.004","104.572","105.245","105.219","105.899","106.328","107.319","107.064","101.909","102.14","103.59","104.148","104.707","105.17","105.504","105.751","106.349","106.32","106.7","105.568","103.211","104.059","103.963","104.28","105.71","105.413","105.507","106.491","106.642","107.493","107.876","108.1672652","96.82"
"220326","103.736","100.542","100.708","100.426","100.275","100.679","100.537","101.618","101.915","102.588","102.988","103.347","103.959","100.241","101.283","103.488","106.843","108.266","109.5","110.506","110.667","112.82","113.833","115.449","115.707","101.084","102.207","103.372","104.038","105.059","104.944","106.817","107.03","107.212","107.812","107.579","108.47","99.954","100.156","100.89","101.755","102.315","102.055","101.963","101.992","102.464","102.464","102.245","102.306","100.223","100.317","100.729","101.488","101.71","102.046","102.52","102.564","103.174","103.403","103.423","103.87702697","100.128"
"220327","101.66","100.188","99.627","99.886","100.33","100.571","101.569","101.553","101.754","101.674","102.162","102.447","105.074","100.187","100.803","101.346","102.011","104.68","104.839","106.058","106.46","109.505","110.692","110.758","114.253","100.558","100.999","101.892","102.398","102.637","103.418","103.292","103.637","103.741","103.809","103.821","104.101","100.196","100.596","101.273","101.503","101.671","102.996","103.31","103.651","103.624","104.059","104.729","107.049","100.465","100.708","101.78","102.023","102.534","102.692","102.556","102.578","102.893","103.095","103.181","105.41486865","100.384"
"410518","100.596","100","100","100.12","100.12","100.324","100.809","101.591","102.007","102.49","102.592","102.684","102.831","100.504","100.515","101.886","102.064","102.138","102.228","102.323","102.873","103.069","103.156","103.156","103.156","100.153","100.153","100.153","100.153","100.461","100.461","100.537","100.537","100.625","100.625","100.907","100.907","100.029","100.727","100.727","100.727","101.002","101.002","101.002","101.002","101.002","101.002","101.002","102.08","100.079","100.079","100.24","100.24","100.208","100.208","100.243","100.243","100.103","100.103","100.535","100.535","100"
"430307","102.251","97.394","102.575","97.727","101.799","104.075","99.441","102.87","99.021","112.574","101.088","106.943","109.482","102.525","99.087","96.892","104.269","99.464","95.339","99.364","99.487","98.759","98.526","93.819","95.393","106.275","108.761","108.493","109.445","108.658","106.98","109.31","106.126","107.053","104.196","107.178","107.593","106.094","99.872","104.422","98.601","103.174","96.407","95.624","98.041","97.6","97.549","98.801","94.373","102.412","100.988","101.94","100.09","105.12","101.463","97.308","99.88","103.592","102.937","99.333","100.14355728","107.801"
"430317","99.935","99.886","99.52","100.036","101.933","96.901","103.432","108.058","108.183","111.846","111.975","120.049","117.639","100.693","100.128","100.514","98.718","100.595","100.949","103.515","101.722","101.323","103.006","103.146","101.474","104.293","104.897","109.646","106.803","109.335","106.233","104.711","104.909","105.336","106.445","107.454","110.049","94.224","92.547","93.76","91.557","91.08","92.048","87.875","91.598","85.789","88.769","87.753","90.238","98.636","98.502","94.08","98.088","94.52","93.635","94.846","94.904","99.206","90.819","100.697","95.95316433","102.925"
"430321","101.619","96.36","102.709","104.587","104.452","99.26","95.998","97.747","90.041","102.728","88.861","86.007","97.248","97.968","95.968","97.997","99.723","94.555","95.156","108.721","106.831","113.809","117.208","90.788","116.898","96.191","98.235","97.932","109.138","87.107","86.301","81.813","99.828","109.455","107.354","89.423","97.938","105.344","93.378","108.507","90.731","100.205","98.12","97.458","102.194","102.374","95.097","102.414","96.546","92.641","97.827","92.051","99.49","90.425","98.493","89.926","91.444","99.156","86.26","93.246","86.04461142","108.472"
"430419","101.71","100.737","98.139","98.713","97.176","97.297","95.664","98.852","97.665","98.445","101.264","102.879","102.248","101.512","101.664","104.239","104.203","103.831","106.02","107.496","104.984","108.138","108.78","107.59","108.263","100.344","99.661","98.42","99.81","99.885","102.457","100.848","96.205","101.216","100.199","100.774","98.08","101.01","101.54","101.713","101.027","99.612","101.741","100.406","97.09","98.967","101.057","99.694","98.025","101.492","101.419","97.623","100.165","101.484","101.371","101.258","97.662","100.154","100.272","99.782","95.67197942","103.412"
"430423","98.377","105.565","108.174","103.38","101.832","102.695","104.94","102.782","99.7","103.516","108.503","107.337","108.009","101.857","105.809","104.452","107.384","108.171","106.575","107.826","107.071","105.154","106.261","111.315","108.977","99.377","102.236","99.953","100.179","100.012","100.55","105.532","97.465","104.076","100.262","102.6","95.167","101.391","104.496","105.199","104.161","105.239","101.25","102.44","101.224","104.324","104.606","104.063","101.579","103.396","104.13","103.136","102.602","101.517","102.584","103.685","101.191","100.725","102.39","102.108","100.89087264","97.673"
"430622","102.601","100.041","100.341","100.71","101.49","101.971","102.153","102.286","102.584","102.471","102.301","102.454","102.714","101.077","102.403","103.975","105.337","105.842","107.057","107.586","109.332","110.562","111.363","112.333","112.567","101.221","102.371","103.342","104.487","105.217","105.809","106.093","106.659","107.153","107.708","108.261","108.944","100.554","101.595","102.332","102.857","103.67","103.936","104.398","105.119","105.633","106.169","106.223","106.563","100.426","101.124","101.938","103.273","103.66","104.354","104.743","105.161","105.879","106.063","106.225","106.4523215","100.714"
"430623","100.965","100","100.925","100.424","97.727","98.12","98.408","98.378","98.455","98.525","99.142","99.133","98.802","100.16","99.724","100.257","100.411","100.42","100.42","100.415","100.454","100.444","100.514","100.655","100.718","99.572","99.516","107.375","107.906","107.852","108.064","107.99","108.333","108.379","108.34","108.538","108.897","99.876","101.708","96.786","96.459","96.244","96.222","96.038","96.063","104.027","104.169","104.282","104.983","100","99.915","100","99.948","99.959","100.046","100.046","99.942","99.927","118.022","120.849","120.78253305","100"
