"ID_NAME","CONSUMPTION_SEGMENT_CODE","2021-02-01","2021-03-01","2021-04-01","2021-05-01","2021-06-01","2021-07-01","2021-08-01","2021-09-01","2021-10-01","2021-11-01","2021-12-01","2022-01-01","2022-02-01","2022-03-01","2022-04-01","2022-05-01","2022-06-01","2022-07-01","2022-08-01","2022-09-01","2022-10-01","2022-11-01","2022-12-01","2023-01-01","2023-02-01","2023-03-01","2023-04-01","2023-05-01","2023-06-01","2023-07-01","2023-08-01","2023-09-01","2023-10-01","2023-11-01","2023-12-01","2024-01-01","2024-02-01","2024-03-01","2024-04-01","2024-05-01","2024-06-01","2024-07-01","2024-08-01","2024-09-01","2024-10-01","2024-11-01","2024-12-01","2025-01-01","2025-02-01","2025-03-01","2025-04-01","2025-05-01","2025-06-01","2025-07-01","2025-08-01","2025-09-01","2025-10-01","2025-11-01","2025-12-01","2026-01-01","2026-02-01","2026-03-01","2026-04-01","2026-05-01","2026-06-01"
"Dinner plate","430425",1.037,-1.123,-4.675,4.432,0.622,-1.108,0.224,-0.011,-1.702,4.589,3.489,-1.093,2.877,-0.851,-0.389,4.262,-0.149,1.135,0.773,0.445,1.179,-2.139,-1.628,-2.821,2.569,1.17,1.463,0.582,-0.585,0.839,-1.529,-1.408,4.389,-1.897,-2.064,-1.201,2.898,-0.12,-1.298,1.515,-0.437,-0.211,0.564,-2.529,2.798,1.423,-2.916,2.459,1.178,-2.79,0.337,3.842,-1.789,0.36,0.623,-3.87,4.264,0.269,-0.355,-0.365,-0.638,2.155,-1.04,2.483,-0.969
"Ballpoint pens","430503",5.377,-0.261,-5.244,3.777,6.465,-0.086,-6.446,-1.9,9.225,0.445,0.373,-4.361,7.336,-0.241,0.068,0.203,1.97,-4.192,-3.461,1.163,-0.267,2.922,4.078,-2.85,4.798,6.576,-4.145,1.67,3.39,-4.107,-6.22,2.882,4.03,0.678,-1.674,-0.226,1.035,1.363,-0.712,1.233,-0.038,-0.48,-6.54,3.504,4.857,0.73,-0.252,-2.459,2.954,1.204,-1.84,1.482,-0.014,-3.113,-4.912,3.205,5.663,0.038,0.285,-2.331,3.449,0.735,0.028,-0.662,0.605
"Aluminium cooking foil","430505",1.468,-0.07,-0.844,1.419,-0.321,-0.468,-0.367,1.822,-0.406,0.159,0.818,2.345,1.339,5.306,3.014,4.338,2.512,0.923,3.42,1.487,2.579,1.269,1.645,-0.598,-0.097,-1.051,-1.984,1.872,0.689,-3.287,-2.422,-0.253,-0.936,0.156,-2.598,0.554,-0.608,-0.212,0.14,-0.072,-0.139,-0.17,0.409,0.545,-1.138,0.021,-1.175,0.118,1.53,-0.587,0.206,-0.326,-0.654,-0.462,0.036,2.137,0.154,-0.653,0.512,0.31,-0.602,0.97,-0.135,0.333,1.057
"Washing-up liquid","430507",-0.253,3.32,-0.48,-3.151,1.304,0.755,0.482,0.691,-3.09,2.556,0.179,3.883,0.634,3.271,0.319,1.857,1.12,1.272,4.709,-0.154,-1.36,2.042,-2.852,1.543,0.116,5.765,2.78,0.667,0.499,-1.709,-0.253,-0.041,-0.185,1.616,-0.662,-0.48,-0.569,0.415,-0.253,-0.459,0.726,-0.508,0.635,0.618,-1.031,1.081,-0.467,0.048,-1.528,-0.076,0.459,-0.254,1.379,0.446,-0.983,-1.312,0.421,-0.032,0.217,-0.953,0.427,-2.573,0.058,-1.54,2.47
"Household cleaner - liquid or cream","430509",2.094,-4.311,2.624,-1.172,2.511,-3.734,3.047,-4.455,-0.379,4.401,-1.185,2.423,0.052,0.546,11.756,0.303,-3.441,2.681,1.925,5.046,2.944,0.506,2.09,-4.534,3.65,6.499,0.463,4.161,0.042,-1.497,-0.34,-0.493,-0.942,-6.952,8.405,-5.748,5.977,-2.938,1.749,0.822,0.43,-0.779,-1.828,-0.028,0.962,-0.886,1.494,-5.727,5.47,-0.18,0.084,-1.723,-0.297,-0.712,-0.52,1.022,-1.091,0.361,0.738,-9.783,9.259,2.651,-2.425,6.552,2.336
"Sticky tape - clear","430525",-1.314,1.528,0.111,6.245,0.467,0.245,0.373,1.403,0.008,-1.977,1.063,1.105,2.295,0.204,0.035,1.138,1.304,1.557,-1.859,-0.313,3.766,0.486,2.467,1.089,0.401,-0.396,-1.108,1.433,0.187,-2.244,-1.065,2.152,-0.002,-0.842,2.136,-0.043,-0.639,0.681,1.59,-0.601,-0.8,-2.046,-0.254,1.961,0.694,-0.678,0.634,0.024,0.418,0.534,1.184,0.886,0.446,-6.294,1.741,2.458,0.167,-3.424,2.483,3.034,-1.4,-1.001,0.525,2.328,0.047
"Greetings card","430526",1.836,-0.189,-0.032,-0.528,-0.318,-0.493,-0.119,0.624,0.755,-0.192,0.51,0.651,0.241,0.175,-0.276,0.685,0.89,0.045,-0.122,0.584,0.453,0.546,-0.506,0,0.302,0.701,-0.45,-0.371,0.496,-0.043,-0.204,0.391,0.684,0.552,-0.389,-0.106,-0.15,-0.219,0.013,-0.233,0.447,0.023,0.584,-0.082,0.301,0.368,0.16,-0.287,0.102,0.097,-0.593,0.241,0.111,0.045,-0.051,-2.207,0.862,1.087,-0.053,-0.909,0.079,-1.824,1.351,0.657,-0.228
"Printer paper - A4","430527",1.464,0.451,0.187,0.018,1.061,-0.077,-0.086,-0.766,0.66,1.236,0.698,-1.033,3.541,2.194,4.964,6.124,3.914,0.843,5.318,1.951,2.782,2.138,-0.592,0.168,1.238,0.401,-0.5,1.173,-0.028,0.817,-0.643,-1.355,-0.184,-0.583,-0.294,-0.664,1.261,0.978,0.629,2.244,2.254,1.55,-2.535,1.866,-0.858,2.487,-0.167,1.353,1.094,-0.274,0.397,-4.259,0.276,-0.256,-0.463,2.442,0.129,0.009,-0.383,-0.103,0.359,0.208,-1.933,1.87,0.7
"Bleach","430529",-0.146,-0.013,0,0.066,-0.238,0.076,0.731,0.596,0.018,0.506,2.151,1.345,2.037,0.892,0.622,-2.089,-0.354,2.273,1.747,1.384,6.682,0.832,-0.161,1.864,0.114,4.656,3.487,2.426,-0.411,1.328,1.275,-0.686,-0.662,0.408,-0.712,-3.459,3.588,-0.07,-2.089,-1.374,1.189,0.548,-0.794,1.805,-0.412,-0.807,-0.184,-2.185,4.785,-3.968,-0.708,0.818,-0.399,-2.982,-0.571,3.08,0.514,1.116,1.16,-0.282,1.831,-0.069,-1.868,3.153,4.935
"Inkjet cartridge - black","430530",-0.622,1.443,-0.422,4.001,-0.058,0.624,-2.03,1.326,1.744,-1.661,-0.992,3.366,0.137,2.062,0.392,0.749,-1.059,0.903,-0.065,-0.454,3.491,3.697,0.232,-1.851,1.039,-0.478,1.129,0.213,1.934,0.56,-2.746,2.51,0.967,-0.19,0.309,0.104,-3.633,1.049,0.46,3.406,2.816,-0.133,-1.603,-2.174,-0.035,0.827,-0.101,1.402,1.218,0.407,-0.152,0.791,-0.651,0.955,-0.907,0.937,0.286,2.644,3.683,0.811,1.263,0.226,0.992,-3.213,-0.585
"Fabric conditioner","430531",-1.705,6.014,-1.638,-3.63,5.539,-5.454,2.139,0.886,2.378,-4.131,2.505,-0.286,3.862,-2.018,2.637,-4.201,5.278,4.631,-1.446,-1.836,0.281,-0.844,2.572,-5.065,5.581,-0.081,3.552,0.116,7.119,-2.195,0.507,-0.758,4.626,-4.767,2.684,-0.938,-0.152,1.216,-7.328,9.664,0.338,-1.521,-3.485,-2.221,4.55,-0.781,1.209,-5.925,4.276,-0.274,2.41,-3.016,3.498,-3.509,1.703,-2.976,-0.819,1.181,-2.723,3.807,-1.687,-0.212,-2.802,4.138,-0.252
"Kitchen roll","430533",1.531,-1.464,-0.79,0.757,0.063,1.648,1.467,1.135,-2.549,1.771,-1.161,0.577,-0.95,3.288,0.719,10.529,0.817,4.458,-0.338,4.552,1.762,3.979,0.377,-1.768,2.972,1.627,0.238,-0.236,1.706,-1.307,-2.692,-0.416,0.466,-1.91,0.685,-0.665,-0.269,1.459,-2.255,0.614,-4.404,4.31,0.59,-1.797,0.542,1.591,0.356,-2.192,1.631,-2.208,-2.326,1.847,1.633,-0.75,-2.138,2.716,-3.554,1.937,-0.314,0.581,-0.16,-0.867,-6.208,5.756,1.463
"Toilet rolls","430536",-3.132,0,1.99,0.842,0.162,-1.558,1.752,-0.255,0.37,-0.075,1.281,0.15,1.72,1.868,0.705,3.309,1.725,3.411,2.837,2.526,1.884,-0.371,0.616,-0.692,2.018,-1.643,-0.652,0.912,-0.766,1.418,-1.627,-0.295,0.795,-0.854,-2.251,-0.396,-2.118,0.323,-1.378,-0.246,-0.866,1.04,-0.956,-1.165,2.52,-3.565,2.856,-2.599,2.619,-1.927,1.551,-1.025,-0.286,-0.349,-0.139,0.303,-2.23,1.799,-2.249,3.291,-0.899,-0.477,-0.176,3.329,0.101
"Dishwasher tablets","430538",-4.575,-0.002,0.508,3.457,-1.096,-1.571,-6.338,5.366,-5.114,-0.92,7.319,-6.413,10.986,-8.384,7.288,-1.726,-1.096,3.204,-1.734,8.276,-1.582,-0.895,-2.321,9.771,-6.929,5.967,-1.224,2.793,1.622,2.978,2.952,-3.1,0.029,0.971,4.111,-2.773,-0.472,1.141,-0.454,1.346,-3.734,3.193,1.603,-4.299,0.148,0.926,0.586,-2.92,5.389,-2.645,3.757,-5.56,2.562,2.111,-4.99,2.609,-4.42,4.048,-3.715,-1.211,2.64,-2.772,3.889,-3.479,2.749
"AA batteries","430539",-0.705,-2.728,0.309,-3.306,-3.74,0.409,2.6,0.388,3.21,0.482,0.45,0.739,-0.285,3.343,-1.247,2.663,-0.347,2.175,0.667,-0.146,0.874,0.456,-0.378,-0.134,0.636,2.869,2.422,-0.138,-0.255,-0.312,0.224,0.167,2.01,0.129,-0.195,0.22,2.391,-1.089,-1.183,1.46,-1.391,-0.183,-0.064,-5.316,-0.003,3.586,-1.125,0.363,0.646,0.222,0.703,2.04,0.541,0.11,-0.221,-2.16,3.118,-1.283,1.642,0.101,0.038,0.038,-3.356,0.994,0.739
"Washing liquid or gel","430540",3.406,-2.146,0.296,-0.85,4.358,-0.795,-0.056,7.325,-6.475,5.602,-1.166,0.387,2.554,4.617,3.423,-1.193,-1.001,2.975,4.907,-4.118,4.88,4.137,1.824,-3.892,4.28,-1.354,-0.81,4.55,0.81,1.014,0.247,-2.047,-0.507,0.971,0.423,-2.506,4.473,-0.794,-3.603,7.404,-2.154,1.818,0.746,-3.356,1.228,1.053,0.77,-3.046,0.937,-4.322,6.805,-4.896,7.499,-2.733,-2.187,2.335,-2.728,1.77,-0.012,-0.685,1.041,-0.481,-1.829,4.005,-1.239
"Surface wipes","430542",,,,,,,,,,,,,1.293,-1.229,4.971,-2.133,0.123,1.082,1.571,-2.476,0.263,-2.047,6.068,3.375,4.197,3.144,-1.264,0.861,-0.605,3.758,-1.696,-6.06,5.22,0.404,-1.581,-1.84,1.956,-1.477,0.56,1.329,-4.272,4.145,-1.139,-1.67,5.295,-4.106,4.28,-1.338,5.266,-3.04,1.971,-5.446,4.626,-3.626,2.32,1.971,-6.588,4.817,-6.209,8.425,-0.615,-1.013,-6.144,4.262,3.05
"Bin liners","430543",,,,,,,,,,,,,-0.024,1.218,0.515,1.168,1.808,0.932,-0.027,0.713,1.501,4.887,0.39,0.623,0.772,0.744,-0.122,0.378,-1.252,-1.404,-0.282,-0.156,0.138,-1.934,-0.192,-0.434,0.079,-0.921,0.632,0.355,-0.231,-0.31,0.674,0.133,-0.656,0.285,-0.15,-0.207,-3.65,0.712,0.5,-0.125,-1.026,2.686,0.381,-0.503,-1.494,-0.141,1.706,-0.174,0.945,0.505,-0.086,1.408,2.643
"Light bulb - smart/Wi-Fi","430544",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.458,2.129,-12.997,12.074,-7.424
"Light bulb","430545",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.279,-3.409,0.595,-4.318,2.935
"Wrapping paper","430546",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.804,1.119,-1.068,-0.305,1.362
"Dog food - can","430613",0.034,0.097,-0.347,0.321,0.082,0.351,3.089,-1.484,1.313,1.283,0.744,2.254,11.032,1.141,1.598,0.799,4.325,4.961,2.782,1.622,1.516,-0.067,-0.4,1.703,5.353,1.661,4.256,-0.027,1.459,-0.464,-0.059,0.029,0.156,0.959,-0.532,2.378,0.078,0.858,-0.124,-4.617,0.94,-0.277,-1.536,-2.425,-0.078,0.814,0.468,0.915,0.065,-1.624,0.631,0.205,3.873,-2.638,1.348,-1.519,-0.1,-0.253,-0.555,1.322,-1.515,3.611,5.666,-0.868,-0.128
"Small animal cage (e.g. hamster, gerbil)","430617",-1.351,0.78,-1.529,1.861,-2.008,-1.359,3.057,-2.539,1.673,0.449,0.326,0.615,0.258,0.788,0.191,1.055,-0.059,-0.778,3.721,-1.752,0.114,0.694,-0.263,-0.537,0.411,1.536,-0.568,-0.245,-0.853,1.408,0.782,0.415,0.492,-0.621,0.79,-4.429,-1.743,1.35,5.71,-17.072,25.932,9.539,0.335,-0.749,0.528,-1.04,1.169,-11.068,9.199,1.499,-0.863,1.319,-0.008,0.614,0.13,-0.107,-0.445,0.949,1.05,0.662,0.008,0.15,0.05,-0.071,-0.013
"Dog vaccination - annual booster (adult)","430621",0.551,-0.077,0.659,0.128,0.21,0.285,0.677,-0.017,0.861,1.097,0.65,0.607,0.416,1.088,0.879,0.896,1.065,1.903,0.778,0.753,0.996,1.02,0.797,0.458,1.291,0.835,0.907,1.943,1.781,1.139,1.404,1.596,0.974,0.875,0.574,0.124,0.372,0.343,0.875,0.701,0.989,0.894,0.375,1.119,1.291,1.112,0.097,0.381,0.378,0.077,0.669,1.156,0.659,0.66,0.053,0.167,0.146,0.299,0.281,-0.009,0.496,0.645,0.761,0.583,0.843
"Dog kennel fees","430622",0.041,0.3,0.368,0.775,0.474,0.178,0.13,0.291,-0.11,-0.166,0.15,0.254,1.077,1.312,1.535,1.31,0.479,1.148,0.494,1.623,1.125,0.724,0.871,0.208,1.221,1.136,0.949,1.108,0.699,0.563,0.268,0.533,0.463,0.518,0.513,0.631,0.554,1.035,0.725,0.513,0.79,0.257,0.445,0.691,0.489,0.507,0.051,0.32,0.426,0.695,0.805,1.31,0.375,0.669,0.373,0.399,0.683,0.174,0.153,0.214,0.714,0.84,-0.079,0.883,0.281
"Cat food - pouch","430624",-0.996,2.12,0.35,2.129,0.114,0.609,2.666,-3.227,2.535,0.448,3.018,-1.298,2.954,-0.115,-1.901,2.659,-0.648,7.236,2.375,-1.023,0.174,2.888,-1.817,0.777,4.246,4.456,-1.438,0.873,-0.537,0.738,0.807,-2.868,0.969,-3.338,2.71,-0.257,0.658,-1.629,-0.921,0.204,0.955,0.339,1.013,-3.976,-1.259,4.93,-1.859,2.772,-3.463,1.474,1.204,0.577,2.972,-1.106,0.721,-1.024,0.253,0.387,0.974,-1.256,0.015,1.13,-1.383,-0.896,2.532
"Dog treats","430626",-0.333,0.4,-0.38,3.547,-1.906,-1.013,-1.221,-0.18,0.69,2.223,-1.535,-0.739,-0.408,0.783,0.118,0.709,0.405,2.285,4.934,4.694,-0.224,0.53,3.21,0.998,-1.04,0.142,-0.568,2.276,-2.044,1.88,-1.589,0.713,0.808,0.724,-0.342,-3.671,1.321,0.792,-3.785,-0.721,0.655,-0.385,-2.625,0.752,-0.453,-1.44,0.997,0.316,-2.304,-0.161,-0.872,-1.91,0.078,-1.173,3.976,-2.488,2.868,-2.796,1.043,0.999,2.283,-1.337,0.503,0.327,-3.778
"Pet collar - dog or cat","430627",,,,,,,,,,,,,-1.843,-1.284,3.365,-2.009,4.643,-3.486,-1.204,2.175,1.821,-0.373,0.519,1.174,0.128,-1.839,2.343,-0.927,-1.172,-0.793,0.145,1.073,-1.65,0.097,2.716,-2.341,2.217,0.543,-7.631,2.399,5.436,0.138,0.784,-2.346,0.25,-3.856,6.543,-1.765,0.023,-1.847,-1.389,2.422,0.447,-5.345,4.795,0.925,-0.037,-0.31,0.287,-2.022,-3.987,1.77,1.812,0.732,0.251
"Bird seed","430628",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.858,-0.102,-1.926,-0.077,-0.021,0,1.488,-0.68,-0.814,1.345,1.57,0.495,-2.591,0.353,0.208,0.692,0.701,-1.271,1.635,0.21,-1.335,-0.155,-0.035,1.148,4.575,0.092,0.15,0.166,-1.583
"Dog grooming (adult)","430629",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.606,0.503,0.472,0.234,0.195
"Domestic cleaner","440101",0.227,0.128,0.118,0.3,0.142,0.181,0.271,0.242,0.237,0.593,0.207,0.124,0.863,0.376,0.883,0.406,0.402,0.513,0.25,0.851,0.209,0.07,0.569,0.145,0.116,-0.117,0.822,0.711,0.219,0.514,0.581,0.437,0.136,0.327,0.153,0.328,0.61,0.401,0.734,-0.05,0.653,0.204,0.53,0.618,0.484,0.201,0.248,0.194,0.273,-0.037,0.428,0.562,0.531,0.526,0.5,0.207,0.309,0.178,0.357,0.159,0.514,0.162,0.552,0.241,0.378
"Dry cleaning - men's suit","440104",0.059,0.37,0.355,0.312,0.318,0.564,0.151,0.633,0.103,0.777,0.67,0.592,0.732,0.732,1.625,0.887,0.854,0.42,0.101,0.8,0.796,0.983,0.699,0.463,0.975,1.416,0.755,0.347,0.422,0.42,0.609,0.185,0.336,0.206,0.13,0.445,0.51,0.399,0.87,0.662,1.094,0.369,0.142,0.321,0.302,0.408,0.14,0.328,0.361,0.488,1.391,1.249,0.627,0.744,0.161,0.688,0.111,0.281,0.279,0.357,0.409,0.189,0.723,0.088,0.59
"Driving lesson fees - after 5pm","440105",0.062,0.31,0.498,1.18,0.21,0.308,0.614,0.731,0.682,0.441,0.345,0.59,0.759,0.333,0.664,1.575,1.05,1.006,0.91,0.877,0.907,0.328,0.393,0.275,0.75,0.412,0.533,0.558,0.583,0.386,0.369,0.458,0.47,0.222,0.609,0.701,0.746,0.628,0.191,0.279,0.133,0.482,0.544,0.346,0.24,0.303,0.128,0.396,0.196,0.051,0.413,0.276,0.494,0.346,0.342,0.225,0.305,0.393,-0.102,0.104,0.206,0.143,0.289,0.454,0.193
"Window cleaning - 3-bedroom semi, exterior only","440113",0.518,-0.091,0.39,0.622,0.476,-0.196,-0.114,-0.304,0.184,0.366,0.239,1.597,0.444,0.677,0.46,0.577,0.424,0.538,0.651,0.224,0.056,0.237,0.071,0.516,0.223,-0.013,0.617,-0.207,0.11,0.317,0.561,0.399,0.326,0.419,0.25,0.457,0.289,0.554,0.372,0.368,-0.136,0.206,0.785,0.58,0.59,0.772,0.751,0.725,0.669,0.247,0.246,0.46,0.145,0.213,0.206,0.167,0.636,-0.059,-0.847,0.297,-0.039,0.456,0.68,0.504,0.763
"Washing machine repair","440116",0.285,0,0.68,0.224,0.464,0.133,0.388,0.074,-0.182,0.349,0.084,0.047,0.353,0.667,0.438,0.571,0.412,-0.215,0.784,0.44,0.258,0.077,0.31,0.22,0.402,0.392,0.149,0.425,0.769,0.183,0.303,0.589,0.424,0.434,-0.181,0.489,0.664,0,0.016,-0.273,0.056,0.264,0.351,0.068,0.157,-0.121,0.43,0.116,0.097,0.629,0.339,0.107,0.091,0.353,0.463,0.323,0.162,0.293,0.385,0.648,0.027,0.481,0.273,0.004,0.131
"PC repair","440118",0.385,-0.365,0.084,-0.072,0.241,0.188,0,0,0.283,0.127,0.109,0.159,0.175,0.324,0.057,-0.259,0.326,0.13,0.001,0.223,0.318,0.123,0.067,0.186,0,0.229,0.041,0.089,0.114,0.152,0.384,1.857,5.882,0.575,0.188,0.046,0,0.273,-0.051,0,0.105,-0.229,0.005,0,-12.663,0.28,-0.11,0.05,0,1.148,0.128,0.106,0.125,0.465,0.11,0,0.242,0.004,0.045,0.048,0,0.241,0,0.088,0.249
"Childminder fees","440120",0.118,0.484,0.286,0.024,0.206,0.041,0.102,0.199,0.802,0.495,0.241,0.004,0.056,0.173,0.825,0.87,0.051,0.52,0.156,0.223,0.206,0.291,0.126,0.002,0.127,0.291,0.234,0.6,0.078,0.573,0.164,-0.02,0.082,0.223,0.214,-0.03,-0.068,0.621,0.488,0.387,0.592,0.034,0.214,0.087,0.105,0.295,0.304,0.309,0.181,0.435,0.293,0.643,0.173,0.501,0.655,0.139,0.359,0.346,-0.082,0.63,0.09,0.313,0.511,0.489,0.74
"Event catering","440121",0.062,0.31,0.498,0.558,0.456,-0.068,0.241,1.451,0.007,0.054,0.253,0.502,0.193,0.353,0.309,1.454,0.689,1.064,0.939,-0.115,0.464,0.286,0.907,0.367,0.501,0.454,0.15,0.201,0.712,0.285,0.622,0.084,0.159,0.332,0.112,-0.106,0.382,0.969,0.899,1.126,0.086,0.413,0.777,0.16,0.098,0.133,-0.14,0.182,0.656,0.202,0.399,0.483,0.353,0.363,-0.014,0.104,0.325,0.287,0.116,0.015,0.538,0.365,0.652,0.25,0.175
"Home removal van hire (within 10 miles)","440123",0.683,0.348,0.249,0.454,-0.011,0.265,0.131,1.302,0.333,0.521,-0.087,0.322,0.527,0.173,0.79,1.179,0.583,0.18,1.32,1.151,1.18,0.316,0.767,1.309,0.318,0.072,0.723,1.094,0.789,0.984,0.204,0.342,0.663,0.666,0.187,0.106,0.765,0.475,-0.183,0.463,0.8,0.1,0,0.313,0.191,0.681,0.563,0.731,-0.328,0.181,1.171,0.777,-0.023,0.22,0.261,0.863,0.531,0.333,0,0.158,0.146,1.165,0.568,0.541,0.525
"Nanny fees","440126",0.17,0,-0.008,0.003,0.013,0,0.007,0.076,0.007,0.046,-0.139,0.006,0.727,0,0.688,0,0,0.706,0,0.647,2.383,0.226,0,0.123,1.388,0.236,0.853,0.004,0.778,0.235,0.898,0,0.096,0.659,0.793,0,1.37,0,0.539,0.327,0.733,0.01,0.194,0.018,0.552,0.391,0.531,0.028,1.625,0.524,0.453,0.491,0.055,0,0.846,0,0.402,0.297,-0.477,0.084,1.058,0.209,0.119,0,-0.242
"Self-storage fees","440127",0.032,0.228,1.083,1.525,1.317,1.692,0.637,0.142,1.572,0.458,0.989,-0.807,0.783,0.396,-0.1,0.682,1.05,0.777,0.669,1.121,0.968,-0.489,-0.642,-0.55,-0.297,-0.432,-0.431,0.31,1.71,-1.487,-0.054,0.379,-0.18,-0.213,-0.917,0.445,0.564,0.759,0.857,-0.058,0.682,0.025,0.234,0.667,0.821,0.169,0.9,-0.598,-1.242,0.226,0.774,-0.135,0.001,1.464,0.585,0.744,-0.841,-0.442,-0.381,-0.072,0.257,0.666,1,0.643,2.76
"Home care assistant","440128",0.631,0.096,1.069,0.211,1.873,0.327,0.679,0.029,0.24,0.11,0.095,0.061,0.25,0.286,1.035,0.74,1.614,0.583,0.627,0.121,0.754,0.36,0.308,0.182,0.664,0.454,1.783,1.273,1.049,0.589,0.367,-0.036,0.776,0.129,0.429,0.24,0.309,0.226,0.941,0.79,2.331,0.593,0.675,0.53,0.896,0.319,0,0.244,0.674,0.165,0.891,1.057,0.756,0.18,0.75,0.44,0.609,0.069,0.53,0.098,0.464,0.393,0.692,0.296,0.728
"Playgroup fees","440129",0.041,0,0.114,0.121,0.334,0.422,0.713,0.16,0.869,0.232,0.241,0.111,0.404,-0.202,0.06,0.09,0.481,1.212,0.39,0.684,-0.157,-0.647,0.307,0.261,0.346,0.306,0.508,0.152,0.558,0.744,0.203,0.057,0.56,0.403,0.175,0.182,0.336,-0.238,-0.005,-0.048,0.083,0.027,0.237,0.752,-0.26,0.376,0.229,1.291,0.386,0,0.396,-0.56,0.021,0.005,0.269,0.023,0.16,0.164,0.056,0.922,0.449,0.243,0,0.368,-0.001
"Funeral fees - basic (excl. doctor, flowers, church, wake)","440227",0.322,0.113,0.197,0.438,0.235,0.254,0.033,0.252,0.385,0.737,0.503,0.341,0.171,-0.018,0.155,0.251,0.163,0.164,0.392,0.373,0.287,0.473,0.836,1.137,1.28,0.688,0.251,1,0.519,0.638,0.704,0.5,0.689,0.178,0.615,0.627,0.613,0.664,0.65,1.057,0.951,0.677,0.372,0.399,0.47,0.342,0.299,0.39,0.423,0.658,0.604,0.6,0.739,0.323,0.375,0.044,-0.151,0.087,0.164,0.491,0.603,0.544,0.483,0.638,0.636
"Nursery fees (ages 0-4)","440232",0.246,0.366,0.342,0.265,0.282,0.176,0.385,0.137,-0.048,0.376,0.136,0.352,0.32,0.139,0.526,0.447,0.522,0.381,0.866,0.588,0.701,0.609,0.583,0.272,0.498,0.603,0.764,0.622,0.722,1.139,0.362,0.364,0.577,0.694,0.589,0.117,0.443,0.777,0.539,1.003,1.392,0.712,0.602,0.527,0.305,0.418,0.412,0.468,0.396,0.509,0.709,0.959,1.123,0.8,0.745,0.302,0.59,0.405,0.184,0.658,0.176,0.036,0.579,0.91,0.358
"Will writing - basic, single person","440240",0.16,0,0.315,0.143,0.29,0.642,0.969,1.113,0.278,0.638,0.525,0.512,0.146,-0.254,0.709,0.902,1.101,0.842,0.513,0.786,0.885,1.066,0.723,0.633,1.072,0.487,0.462,0.319,0.519,0.451,0.397,1.06,0.014,0.093,0.573,0.454,0.917,0.826,0.197,0.742,0.433,0.573,0.426,0.06,0.435,0.175,2.213,0.771,0.447,0.326,0.86,1.372,0.737,0.596,0.597,1.228,0.211,0.049,0.491,0,0.188,0.088,0.435,0.564,0.568
"Solicitor fees (e.g. letter writing)","440254",0,0,1.027,0.226,0.875,0.47,0.056,0.276,-0.204,0.121,0.249,0.524,0.246,0.299,0.049,0.289,0.891,0.707,0.693,0.906,0.274,-0.089,0.172,-0.156,-0.261,0.355,0.441,0.175,0.413,0.617,0.696,0.224,0.419,0.147,0.328,0.1,-0.102,0.129,0.694,0.222,0.417,-0.006,0.018,0.226,-0.173,0.128,0.391,0.18,0.484,1.815,0.605,0.797,0.258,-0.293,0.19,0.123,0.123,0.052,0.64,0,0.412,0.964,0.174,0.495,0.267
"Men's jacket - casual","510104",-6.903,0.838,5.161,3.543,0.159,-2.707,-1.564,2.568,3.339,0.36,3.608,-5.925,-0.992,0.258,2.415,6.277,-2.945,-3.748,2.469,6.592,3.641,-0.342,-1.212,0.046,-1.761,-0.534,0.553,1.739,-0.178,-3.476,7.041,5.038,5.011,-0.252,-1.202,-9.192,-1.438,0.799,-0.748,-0.4,-2.842,-1.773,-2.696,10.115,1.752,2.892,-0.697,-6.473,-1.552,2.727,-1.817,-0.259,1.059,-3.18,3.077,5.413,3.4,-2.88,2.414,-6.91,-3.925,2.115,-1.796,-0.507,-2.43
"Men's jeans","510106",-6.427,5.8,2.06,3.327,0.512,0.331,-0.396,-0.352,1.201,1.316,0.254,-2.117,0.928,1.595,-1.106,2.917,1.705,-1.048,1.648,1.25,0.045,-0.302,-0.133,-0.701,0.051,0.277,-0.348,0.054,1.441,-0.673,0.972,1.681,-0.143,-4.641,4.478,-0.351,0.644,1.411,1.551,0.448,-1.165,-2.401,-0.512,2.1,0.142,0.891,-0.208,-2.665,0.587,2.381,-0.054,-0.006,0.384,-1.401,-1.262,1.639,0.953,-0.724,2.372,-2.021,1.949,0.145,1.059,-0.525,-1.466
