ID_START,ID_NAME,CONSUMPTION_SEGMENT_CODE,CONSUMPTION_SEGMENT_NAME,Category1,Category2,COICOP5_NAME,COICOP4_NAME,COICOP3_NAME,COICOP2_NAME,WEIGHT_SIZE,AVERAGE_PRICE
201502,Fridge freezer,430362,Fridge freezer,Household items,Electrical,"Refrigerators, freezers and fridge-freezers",Major appliances and small electric goods,"Household appliances, fitting and repairs","Furnishings, household equipment and maintenance",each,502.4
201902,Electric toothbrush,430363,Electric toothbrush,Household items,Electrical,Electric appliances for personal care,Appliances and products for personal care,Personal care,Miscellaneous goods and services,each,73.4
202402,Air fryer,430365,Air fryer,Household items,Electrical,Other small electric household appliances,Major appliances and small electric goods,"Household appliances, fitting and repairs","Furnishings, household equipment and maintenance",each,118.51
198702,Saucepan,430407,Saucepan,Household items,Cookware,Non-electric kitchen utensils and articles,"Glassware, tableware and household utensils","Glassware, tableware and household utensils","Furnishings, household equipment and maintenance",each (14 - 18cm),14.3
198702,Scissors,430409,Scissors,Household items,Stationary,Non-electric kitchen utensils and articles,"Glassware, tableware and household utensils","Glassware, tableware and household utensils","Furnishings, household equipment and maintenance",each,5.46
198902,Gas fire,430413,Gas fire,Household items,Solid and liquid fuels,"Heaters, air conditioners",Major appliances and small electric goods,"Household appliances, fitting and repairs","Furnishings, household equipment and maintenance",each,762.72
198902,Gas cooker,430414,Gas cooker,Household items,Cookware,Cookers,Major appliances and small electric goods,"Household appliances, fitting and repairs","Furnishings, household equipment and maintenance",each,408.14
199702,Food storage container - plastic,430418,Food storage container - plastic,Household items,Cookware,Non-electric kitchen utensils and articles,"Glassware, tableware and household utensils","Glassware, tableware and household utensils","Furnishings, household equipment and maintenance",each,4.62
200102,Cutlery set - stainless steel,430419,Cutlery set - stainless steel,Household items,Cookware,"Cutlery, flatware and silverware","Glassware, tableware and household utensils","Glassware, tableware and household utensils","Furnishings, household equipment and maintenance",per set,30.67
200402,Drinking glass tumbler,430422,Drinking glass tumbler,Household items,Chinaware and glassware,"Glassware, crystal-ware, ceramic ware and chinaware","Glassware, tableware and household utensils","Glassware, tableware and household utensils","Furnishings, household equipment and maintenance",each,2.65
200501,Frying pan - non-stick,430423,Frying pan - non-stick,Household items,Cookware,Non-electric kitchen utensils and articles,"Glassware, tableware and household utensils","Glassware, tableware and household utensils","Furnishings, household equipment and maintenance",each (24 - 30cm),23.01
201902,Dinner plate,430425,Dinner plate,Household items,Chinaware and glassware,"Glassware, crystal-ware, ceramic ware and chinaware","Glassware, tableware and household utensils","Glassware, tableware and household utensils","Furnishings, household equipment and maintenance",each,8.59
198702,Ballpoint pens,430503,Ballpoint pens,Household items,Stationary,Other stationery and drawing materials,"Miscellaneous printed matter, stationery, drawing materials","Books, newspapers and stationery",Recreation and culture,per pack,0.58
198702,Aluminium cooking foil,430505,Aluminium cooking foil,Household items,Cookware,Other non-durable small household articles,Non-durable household goods,Goods and services for routine maintenance,"Furnishings, household equipment and maintenance",each (300mm width),2.32
198702,Washing-up liquid,430507,Washing-up liquid,Household items,Cleaning,Cleaning and maintenance products,Non-durable household goods,Goods and services for routine maintenance,"Furnishings, household equipment and maintenance",per bottle (320 - 900ml),1.33
198702,Household cleaner - liquid or cream,430509,Household cleaner - liquid or cream,Household items,Cleaning,Cleaning and maintenance products,Non-durable household goods,Goods and services for routine maintenance,"Furnishings, household equipment and maintenance",per bottle (450 - 500ml),1.33
199902,Sticky tape - clear,430525,Sticky tape - clear,Household items,Stationary,Other non-durable small household articles,Non-durable household goods,Goods and services for routine maintenance,"Furnishings, household equipment and maintenance",per roll,2.02
200102,Greetings card,430526,Greetings card,Household items,Stationary,Miscellaneous printed matter,"Miscellaneous printed matter, stationery, drawing materials","Books, newspapers and stationery",Recreation and culture,each,2.28
200102,Printer paper - A4,430527,Printer paper - A4,Household items,Stationary,Paper products,"Miscellaneous printed matter, stationery, drawing materials","Books, newspapers and stationery",Recreation and culture,per ream (500 sheets),6.91
200302,Bleach,430529,Bleach,Household items,Cleaning,Cleaning and maintenance products,Non-durable household goods,Goods and services for routine maintenance,"Furnishings, household equipment and maintenance",per bottle (750ml),1.02
200302,Inkjet cartridge - black,430530,Inkjet cartridge - black,Household items,Stationary,Other stationery and drawing materials,"Miscellaneous printed matter, stationery, drawing materials","Books, newspapers and stationery",Recreation and culture,per pack,28.25
200402,Fabric conditioner,430531,Fabric conditioner,Household items,Cleaning,Cleaning and maintenance products,Non-durable household goods,Goods and services for routine maintenance,"Furnishings, household equipment and maintenance",per bottle (500ml - 1.5 litres),2.6
200402,Kitchen roll,430533,Kitchen roll,Household items,Cleaning,Other non-durable small household articles,Non-durable household goods,Goods and services for routine maintenance,"Furnishings, household equipment and maintenance",per pack of 2 - 4,2.98
200501,Toilet rolls,430536,Toilet rolls,Health,Personal hygiene and wellness,"Articles for personal hygiene and wellness, esoteric products and beauty products",Appliances and products for personal care,Personal care,Miscellaneous goods and services,per pack of 4,2.3
201502,Dishwasher tablets,430538,Dishwasher tablets,Household items,Cleaning,Cleaning and maintenance products,Non-durable household goods,Goods and services for routine maintenance,"Furnishings, household equipment and maintenance",per pack of 16 - 45,6.73
201802,AA batteries,430539,AA batteries,Household items,Electrical,Miscellaneous small tool accessories,Small tools and miscellaneous accessories,Tools and equipment for house and garden,"Furnishings, household equipment and maintenance",per pack of 4,5.11
201902,Washing liquid or gel,430540,Washing liquid or gel,Household items,Cleaning,Cleaning and maintenance products,Non-durable household goods,Goods and services for routine maintenance,"Furnishings, household equipment and maintenance",per bottle (800ml - 1.5 litres),6.12
202202,Surface wipes,430542,Surface wipes,Household items,Cleaning,Cleaning and maintenance products,Non-durable household goods,Goods and services for routine maintenance,"Furnishings, household equipment and maintenance",per pack,2.21
202202,Bin liners,430543,Bin liners,Household items,Cleaning,Other non-durable small household articles,Non-durable household goods,Goods and services for routine maintenance,"Furnishings, household equipment and maintenance",per pack,2.32
202602,Light bulb - smart/Wi-Fi,430544,Light bulb - smart/Wi-Fi,Household items,Electrical,Miscellaneous small tool accessories,Small tools and miscellaneous accessories,Tools and equipment for house and garden,"Furnishings, household equipment and maintenance",each,12.22
202602,Light bulb,430545,Light bulb,Household items,Electrical,Miscellaneous small tool accessories,Small tools and miscellaneous accessories,Tools and equipment for house and garden,"Furnishings, household equipment and maintenance",each,4.37
202602,Wrapping paper,430546,Wrapping paper,Household items,Stationary,Paper products,"Miscellaneous printed matter, stationery, drawing materials","Books, newspapers and stationery",Recreation and culture,per roll,3.21
199602,Dog food - can,430613,Dog food - can,Recreation and culture,Pets,Products for pets,"Pets, related products and services","Other recreational items, gardens and pets",Recreation and culture,each (385 - 400g),1.3
200202,"Small animal cage (e.g. hamster, gerbil)",430617,"Small animal cage (e.g. hamster, gerbil)",Recreation and culture,Pets,Products for pets,"Pets, related products and services","Other recreational items, gardens and pets",Recreation and culture,each,43.78
200302,Dog vaccination - annual booster (adult),430621,Dog vaccination - annual booster (adult),Recreation and culture,Pets,Veterinary and other services for pets,"Pets, related products and services","Other recreational items, gardens and pets",Recreation and culture,per year,69.91
200302,Dog kennel fees,430622,Dog kennel fees,Recreation and culture,Pets,Veterinary and other services for pets,"Pets, related products and services","Other recreational items, gardens and pets",Recreation and culture,per day,26.91
200902,Cat food - pouch,430624,Cat food - pouch,Recreation and culture,Pets,Products for pets,"Pets, related products and services","Other recreational items, gardens and pets",Recreation and culture,each (85 - 100g),0.59
201902,Dog treats,430626,Dog treats,Recreation and culture,Pets,Products for pets,"Pets, related products and services","Other recreational items, gardens and pets",Recreation and culture,per pack (70 - 400g),2.04
202202,Pet collar - dog or cat,430627,Pet collar - dog or cat,Recreation and culture,Pets,Products for pets,"Pets, related products and services","Other recreational items, gardens and pets",Recreation and culture,each,14.55
202402,Bird seed,430628,Bird seed,Recreation and culture,Pets,Products for pets,"Pets, related products and services","Other recreational items, gardens and pets",Recreation and culture,per pack (900g - 3.5kg),3.51
202602,Dog grooming (adult),430629,Dog grooming (adult),Recreation and culture,Pets,Veterinary and other services for pets,"Pets, related products and services","Other recreational items, gardens and pets",Recreation and culture,per session,51.65
198702,Domestic cleaner,440101,Domestic cleaner,Services,Maintenance and repair,Other domestic services and household services,Domestic services and household services,Goods and services for routine maintenance,"Furnishings, household equipment and maintenance","hourly rate, incl. VAT",18.06
198702,Dry cleaning - men's suit,440104,Dry cleaning - men's suit,Services,Other,Cleaning of clothing,"Cleaning, repair and hire of clothing",Clothing,Clothing and footwear,per service,17.9
198702,Driving lesson fees - after 5pm,440105,Driving lesson fees - after 5pm,Services,Other,"Driving lessons, tests, licences and road worthiness tests",Other services in respect of personal transport equipment,Operation of personal transport equipment,Transport,hourly rate,39.73
199502,"Window cleaning - 3-bedroom semi, exterior only",440113,"Window cleaning - 3-bedroom semi, exterior only",Services,Maintenance and repair,Other domestic services and household services,Domestic services and household services,Goods and services for routine maintenance,"Furnishings, household equipment and maintenance",per service,23.26
199902,Washing machine repair,440116,Washing machine repair,Services,Maintenance and repair,Repair of household appliances,Repair of household appliances,"Household appliances, fitting and repairs","Furnishings, household equipment and maintenance",per service,70.73
199902,PC repair,440118,PC repair,Services,Maintenance and repair,"Repair of audio-visual, photographic and information processing equipment",Repair of audio-visual and related products,Audio-visual equipment and related products,Recreation and culture,per service,56.14
200102,Childminder fees,440120,Childminder fees,Services,Care,Child care services,Social protection,Social protection,Miscellaneous goods and services,per hour,6.65
200102,Event catering,440121,Event catering,Services,Other,"Restaurants, cafes and dancing establishments","Restaurants, cafes and the like",Catering services,Restaurants and hotels,per head,11.91
200402,Home removal van hire (within 10 miles),440123,Home removal van hire (within 10 miles),Services,Other,Removal and storage services,Other purchased transport services,Transport services,Transport,"1 van, incl. labour",660.46
200501,Nanny fees,440126,Nanny fees,Services,Care,Domestic services by paid staff,Domestic services and household services,Goods and services for routine maintenance,"Furnishings, household equipment and maintenance",per week,682.07
200501,Self-storage fees,440127,Self-storage fees,Services,Other,Removal and storage services,Other purchased transport services,Transport services,Transport,monthly rate (25-140 sq. ft),131.41
200501,Home care assistant,440128,Home care assistant,Services,Care,Services to maintain people in their private homes,Social protection,Social protection,Miscellaneous goods and services,per hour,28.94
200602,Playgroup fees,440129,Playgroup fees,Services,Care,Child care services,Social protection,Social protection,Miscellaneous goods and services,per session,2.2
199802,"Funeral fees - basic (excl. doctor, flowers, church, wake)",440227,"Funeral fees - basic (excl. doctor, flowers, church, wake)",Services,Other,Funeral services,Other services (nec),Other services (nec),Miscellaneous goods and services,per service,3711.21
200102,Nursery fees (ages 0-4),440232,Nursery fees (ages 0-4),Services,Care,Child care services,Social protection,Social protection,Miscellaneous goods and services,per session,63.2
200202,"Will writing - basic, single person",440240,"Will writing - basic, single person",Services,Other,Legal services and accountancy,Other services (nec),Other services (nec),Miscellaneous goods and services,per service,365.56
200501,Solicitor fees (e.g. letter writing),440254,Solicitor fees (e.g. letter writing),Services,Other,Legal services and accountancy,Other services (nec),Other services (nec),Miscellaneous goods and services,hourly rate,327.15
198702,Men's jacket - casual,510104,Men's jacket - casual,Clothing and footwear,Men's clothing,Garments for men,Garments,Clothing,Clothing and footwear,each,112.93
198702,Men's jeans,510106,Men's jeans,Clothing and footwear,Men's clothing,Garments for men,Garments,Clothing,Clothing and footwear,each,57.7
198702,Men's knitted jumper,510108,Men's knitted jumper,Clothing and footwear,Men's clothing,Garments for men,Garments,Clothing,Clothing and footwear,each,55.01
198702,Men's shirt - formal,510109,Men's shirt - formal,Clothing and footwear,Men's clothing,Garments for men,Garments,Clothing,Clothing and footwear,each,42.94
199302,Men's polo shirt,510113,Men's polo shirt,Clothing and footwear,Men's clothing,Garments for men,Garments,Clothing,Clothing and footwear,each,37.01
199702,Men's trousers - formal,510117,Men's trousers - formal,Clothing and footwear,Men's clothing,Garments for men,Garments,Clothing,Clothing and footwear,each,62.68
199702,Men's trousers - casual,510118,Men's trousers - casual,Clothing and footwear,Men's clothing,Garments for men,Garments,Clothing,Clothing and footwear,each,51.25
199702,"Men's jumper, sweatshirt or cardigan",510120,"Men's jumper, sweatshirt or cardigan",Clothing and footwear,Men's clothing,Garments for men,Garments,Clothing,Clothing and footwear,each,51.01
199702,Men's joggers or tracksuit bottoms,510122,Men's joggers or tracksuit bottoms,Clothing and footwear,Men's clothing,Garments for men,Garments,Clothing,Clothing and footwear,each,39.29
200302,Men's football shirt (official),510127,Men's football shirt (official),Clothing and footwear,Men's clothing,Garments for men,Garments,Clothing,Clothing and footwear,each,67.56
200402,Men's sweatshirt,510128,Men's sweatshirt,Clothing and footwear,Men's clothing,Garments for men,Garments,Clothing,Clothing and footwear,each,52.67
200602,Men's coat,510130,Men's coat,Clothing and footwear,Men's clothing,Garments for men,Garments,Clothing,Clothing and footwear,each (3/4 to full length),177.27
201102,Men's shirt - casual,510131,Men's shirt - casual,Clothing and footwear,Men's clothing,Garments for men,Garments,Clothing,Clothing and footwear,each,44.27
201302,Men's T-shirt - short-sleeved,510132,Men's T-shirt - short-sleeved,Clothing and footwear,Men's clothing,Garments for men,Garments,Clothing,Clothing and footwear,each,23.11
202102,Men's loungewear bottoms,510133,Men's loungewear bottoms,Clothing and footwear,Men's clothing,Garments for men,Garments,Clothing,Clothing and footwear,each,49.74
202202,Men's jacket - formal,510134,Men's jacket - formal,Clothing and footwear,Men's clothing,Garments for men,Garments,Clothing,Clothing and footwear,each,163.68
198702,Women's shirt or blouse - formal,510206,Women's shirt or blouse - formal,Clothing and footwear,Women's clothing,Garments for women,Garments,Clothing,Clothing and footwear,each,51.04
198702,Women's jacket - formal,510208,Women's jacket - formal,Clothing and footwear,Women's clothing,Garments for women,Garments,Clothing,Clothing and footwear,each,98.91
198702,"Women's jumper, sweatshirt or cardigan",510212,"Women's jumper, sweatshirt or cardigan",Clothing and footwear,Women's clothing,Garments for women,Garments,Clothing,Clothing and footwear,each,50.48
199702,Women's jacket - casual,510219,Women's jacket - casual,Clothing and footwear,Women's clothing,Garments for women,Garments,Clothing,Clothing and footwear,each,104.45
199702,Women's top - long-sleeved,510223,Women's top - long-sleeved,Clothing and footwear,Women's clothing,Garments for women,Garments,Clothing,Clothing and footwear,each,32.6
199902,Women's cardigan,510233,Women's cardigan,Clothing and footwear,Women's clothing,Garments for women,Garments,Clothing,Clothing and footwear,each,52.64
200102,Women's trousers - casual,510235,Women's trousers - casual,Clothing and footwear,Women's clothing,Garments for women,Garments,Clothing,Clothing and footwear,each,44.93
200102,Women's trousers - formal,510236,Women's trousers - formal,Clothing and footwear,Women's clothing,Garments for women,Garments,Clothing,Clothing and footwear,each,54.7
200102,Women's skirt - casual,510237,Women's skirt - casual,Clothing and footwear,Women's clothing,Garments for women,Garments,Clothing,Clothing and footwear,each,48.21
200102,Women's skirt - formal,510238,Women's skirt - formal,Clothing and footwear,Women's clothing,Garments for women,Garments,Clothing,Clothing and footwear,each,66.53
200102,Women's vest or strappy top,510244,Women's vest or strappy top,Clothing and footwear,Women's clothing,Garments for women,Garments,Clothing,Clothing and footwear,each,29.97
200202,Women's dress,510245,Women's dress,Clothing and footwear,Women's clothing,Garments for women,Garments,Clothing,Clothing and footwear,each,67.24
200202,Women's sportswear top,510246,Women's sportswear top,Clothing and footwear,Women's clothing,Garments for women,Garments,Clothing,Clothing and footwear,each,25.77
200402,Women's jeans - own brand,510248,Women's jeans - own brand,Clothing and footwear,Women's clothing,Garments for women,Garments,Clothing,Clothing and footwear,each,49.29
200402,Women's jeans - branded,510249,Women's jeans - branded,Clothing and footwear,Women's clothing,Garments for women,Garments,Clothing,Clothing and footwear,each,90.82
200602,Women's coat,510250,Women's coat,Clothing and footwear,Women's clothing,Garments for women,Garments,Clothing,Clothing and footwear,each,130.99
200602,Women's sportswear shorts,510254,Women's sportswear shorts,Clothing and footwear,Women's clothing,Garments for women,Garments,Clothing,Clothing and footwear,each,27.03
200602,Women's swimsuit,510255,Women's swimsuit,Clothing and footwear,Women's clothing,Garments for women,Garments,Clothing,Clothing and footwear,each or per set,43.54
200802,Women's jacket - showerproof,510256,Women's jacket - showerproof,Clothing and footwear,Women's clothing,Garments for women,Garments,Clothing,Clothing and footwear,each,131.79
201102,Women's shirt or blouse - casual,510257,Women's shirt or blouse - casual,Clothing and footwear,Women's clothing,Garments for women,Garments,Clothing,Clothing and footwear,each,49.33
201602,Women's leggings - casual,510258,Women's leggings - casual,Clothing and footwear,Women's clothing,Garments for women,Garments,Clothing,Clothing and footwear,each,27.09
201602,Women's top - short-sleeved or sleeveless,510259,Women's top - short-sleeved or sleeveless,Clothing and footwear,Women's clothing,Garments for women,Garments,Clothing,Clothing and footwear,each,42.8
201802,Women's leggings - exercise,510260,Women's leggings - exercise,Clothing and footwear,Women's clothing,Garments for women,Garments,Clothing,Clothing and footwear,each,43.06
202102,Women's sweatshirt,510261,Women's sweatshirt,Clothing and footwear,Women's clothing,Garments for women,Garments,Clothing,Clothing and footwear,each,44.58
200202,Boys' jeans,510328,Boys' jeans,Clothing and footwear,Children's clothing (ages 3-13),Garments for infants (0 to 2 years) and children (3 to 13 years),Garments,Clothing,Clothing and footwear,each,22.76
200202,Baby sleepsuit,510330,Baby sleepsuit,Clothing and footwear,Baby clothing (ages 0-2),Garments for infants (0 to 2 years) and children (3 to 13 years),Garments,Clothing,Clothing and footwear,each,13.47
200202,Girls' school skirt,510336,Girls' school skirt,Clothing and footwear,Children's clothing (ages 3-13),Garments for infants (0 to 2 years) and children (3 to 13 years),Garments,Clothing,Clothing and footwear,each,14.38
200402,Girls' top,510340,Girls' top,Clothing and footwear,Children's clothing (ages 3-13),Garments for infants (0 to 2 years) and children (3 to 13 years),Garments,Clothing,Clothing and footwear,each,41.74
200602,Girls' trousers - non-denim,510344,Girls' trousers - non-denim,Clothing and footwear,Children's clothing (ages 3-13),Garments for infants (0 to 2 years) and children (3 to 13 years),Garments,Clothing,Clothing and footwear,each,15.9
201102,Girls' jacket,510347,Girls' jacket,Clothing and footwear,Children's clothing (ages 3-13),Garments for infants (0 to 2 years) and children (3 to 13 years),Garments,Clothing,Clothing and footwear,each,35.64
201602,Boys' T-shirt,510348,Boys' T-shirt,Clothing and footwear,Children's clothing (ages 3-13),Garments for infants (0 to 2 years) and children (3 to 13 years),Garments,Clothing,Clothing and footwear,each,15.47
201802,Girls' leggings,510349,Girls' leggings,Clothing and footwear,Children's clothing (ages 3-13),Garments for infants (0 to 2 years) and children (3 to 13 years),Garments,Clothing,Clothing and footwear,each,11.03
202102,"Boys' jumper, sweatshirt or cardigan",510350,"Boys' jumper, sweatshirt or cardigan",Clothing and footwear,Children's clothing (ages 3-13),Garments for infants (0 to 2 years) and children (3 to 13 years),Garments,Clothing,Clothing and footwear,each,18.07
202102,Baby trousers,510351,Baby trousers,Clothing and footwear,Baby clothing (ages 0-2),Garments for infants (0 to 2 years) and children (3 to 13 years),Garments,Clothing,Clothing and footwear,each,15.29
202102,"Baby jumper, sweatshirt or cardigan",510352,"Baby jumper, sweatshirt or cardigan",Clothing and footwear,Baby clothing (ages 0-2),Garments for infants (0 to 2 years) and children (3 to 13 years),Garments,Clothing,Clothing and footwear,each,17.9
202302,Baby dress,510353,Baby dress,Clothing and footwear,Baby clothing (ages 0-2),Garments for infants (0 to 2 years) and children (3 to 13 years),Garments,Clothing,Clothing and footwear,each,24.73
202602,Boys' trousers - non-denim,510354,Boys' trousers - non-denim,Clothing and footwear,Children's clothing (ages 3-13),Garments for infants (0 to 2 years) and children (3 to 13 years),Garments,Clothing,Clothing and footwear,each,16.44
198702,Men's underwear,510402,Men's underwear,Clothing and footwear,Men's clothing,Garments for men,Garments,Clothing,Clothing and footwear,per pack,7.69
198702,Women's nightwear - pyjamas or nightdress,510405,Women's nightwear - pyjamas or nightdress,Clothing and footwear,Women's clothing,Garments for women,Garments,Clothing,Clothing and footwear,each,40.61
198702,Women's underwear,510406,Women's underwear,Clothing and footwear,Women's clothing,Garments for women,Garments,Clothing,Clothing and footwear,per pack,10.24
198702,Bra - cup size A-D,510407,Bra - cup size A-D,Clothing and footwear,Women's clothing,Garments for women,Garments,Clothing,Clothing and footwear,each,26.01
198702,Men's socks,510413,Men's socks,Clothing and footwear,Men's clothing,Garments for men,Garments,Clothing,Clothing and footwear,per pair,5.12
198702,Women's tights,510415,Women's tights,Clothing and footwear,Women's clothing,Garments for women,Garments,Clothing,Clothing and footwear,per pair,6.38
198702,Tie,510419,Tie,Clothing and footwear,Accessories,Other articles of clothing,Other clothing and clothing accessories,Clothing,Clothing and footwear,each,23.49
199702,Yarn/wool - double knit,510429,Yarn/wool - double knit,Clothing and footwear,Accessories,Clothing accessories,Other clothing and clothing accessories,Clothing,Clothing and footwear,each (100g),3.2
201102,Scarf,510432,Scarf,Clothing and footwear,Accessories,Other articles of clothing,Other clothing and clothing accessories,Clothing,Clothing and footwear,each,30.86
201702,Men's base layer top,510433,Men's base layer top,Clothing and footwear,Men's clothing,Garments for men,Garments,Clothing,Clothing and footwear,per pair,35.13
201902,Hat or cap,510434,Hat or cap,Clothing and footwear,Accessories,Other articles of clothing,Other clothing and clothing accessories,Clothing,Clothing and footwear,each,23.33
202202,Sports bra or crop top,510435,Sports bra or crop top,Clothing and footwear,Women's clothing,Garments for women,Garments,Clothing,Clothing and footwear,each,30.46
202302,Belt,510439,Belt,Clothing and footwear,Accessories,Other articles of clothing,Other clothing and clothing accessories,Clothing,Clothing and footwear,each,32.06
202402,Women's socks,510440,Women's socks,Clothing and footwear,Women's clothing,Garments for women,Garments,Clothing,Clothing and footwear,per pair,4.99
202602,Boys' pyjamas,510441,Boys' pyjamas,Clothing and footwear,Children's clothing (ages 3-13),Garments for infants (0 to 2 years) and children (3 to 13 years),Garments,Clothing,Clothing and footwear,each,13.26
202602,Girls' pants,510442,Girls' pants,Clothing and footwear,Children's clothing (ages 3-13),Garments for infants (0 to 2 years) and children (3 to 13 years),Garments,Clothing,Clothing and footwear,per pair,1.43
202602,Girls' socks,510443,Girls' socks,Clothing and footwear,Children's clothing (ages 3-13),Garments for infants (0 to 2 years) and children (3 to 13 years),Garments,Clothing,Clothing and footwear,per pair,3.29
202602,Girls' pyjamas,510444,Girls' pyjamas,Clothing and footwear,Children's clothing (ages 3-13),Garments for infants (0 to 2 years) and children (3 to 13 years),Garments,Clothing,Clothing and footwear,each,38.1
202602,Boys' pants,510445,Boys' pants,Clothing and footwear,Children's clothing (ages 3-13),Garments for infants (0 to 2 years) and children (3 to 13 years),Garments,Clothing,Clothing and footwear,per pair,2.24
202602,Boys' socks,510446,Boys' socks,Clothing and footwear,Children's clothing (ages 3-13),Garments for infants (0 to 2 years) and children (3 to 13 years),Garments,Clothing,Clothing and footwear,per pair,2.78
198702,Men's shoes - formal,510501,Men's shoes - formal,Clothing and footwear,Men's footwear,Footwear for men,Shoes and other footwear,Footwear including repairs,Clothing and footwear,per pair,91.53
198702,Women's sandals,510506,Women's sandals,Clothing and footwear,Women's footwear,Footwear for women,Shoes and other footwear,Footwear including repairs,Clothing and footwear,per pair,61.89
198702,Boys' school shoes,510507,Boys' school shoes,Clothing and footwear,Children's footwear,Footwear for infants and children,Shoes and other footwear,Footwear including repairs,Clothing and footwear,per pair,37.69
198702,Girls' school shoes,510508,Girls' school shoes,Clothing and footwear,Children's footwear,Footwear for infants and children,Shoes and other footwear,Footwear including repairs,Clothing and footwear,per pair,34.72
199702,Men's shoes - casual,510515,Men's shoes - casual,Clothing and footwear,Men's footwear,Footwear for men,Shoes and other footwear,Footwear including repairs,Clothing and footwear,per pair,81.41
199702,Men's trainers - branded sportswear,510516,Men's trainers - branded sportswear,Clothing and footwear,Men's footwear,Footwear for men,Shoes and other footwear,Footwear including repairs,Clothing and footwear,per pair,77.87
199702,Women's trainers - branded sportswear,510517,Women's trainers - branded sportswear,Clothing and footwear,Women's footwear,Footwear for women,Shoes and other footwear,Footwear including repairs,Clothing and footwear,per pair,71.48
200302,Children's sports trainers,510528,Children's sports trainers,Clothing and footwear,Children's footwear,Footwear for infants and children,Shoes and other footwear,Footwear including repairs,Clothing and footwear,per pair,43
200402,Women's boots,510529,Women's boots,Clothing and footwear,Women's footwear,Footwear for women,Shoes and other footwear,Footwear including repairs,Clothing and footwear,per pair,103.14
200402,Women's shoes - flats,510530,Women's shoes - flats,Clothing and footwear,Women's footwear,Footwear for women,Shoes and other footwear,Footwear including repairs,Clothing and footwear,per pair,52.42
201102,Women's shoes - high heels,510533,Women's shoes - high heels,Clothing and footwear,Women's footwear,Footwear for women,Shoes and other footwear,Footwear including repairs,Clothing and footwear,per pair,67.58
202502,Men's boots - walking/hiking,510536,Men's boots - walking/hiking,Clothing and footwear,Men's footwear,Footwear for men,Shoes and other footwear,Footwear including repairs,Clothing and footwear,per pair,104.97
202502,Women's shoes - canvas or trainers,510537,Women's shoes - canvas or trainers,Clothing and footwear,Women's footwear,Footwear for women,Shoes and other footwear,Footwear including repairs,Clothing and footwear,per pair,32.18
202502,Men's sandals or sliders,510538,Men's sandals or sliders,Clothing and footwear,Men's footwear,Footwear for men,Shoes and other footwear,Footwear including repairs,Clothing and footwear,per pair,29.9
198702,Umbrella,520103,Umbrella,Clothing and footwear,Accessories,Other personal effects n.e.c.,Other personal effects,Personal effects (nec),Miscellaneous goods and services,each,12.73
198902,Handbag or shoulder bag,520109,Handbag or shoulder bag,Clothing and footwear,Accessories,Travel goods,Other personal effects,Personal effects (nec),Miscellaneous goods and services,each,115.12
199602,Flower vase,520118,Flower vase,Household items,Chinaware and glassware,"Glassware, crystal-ware, ceramic ware and chinaware","Glassware, tableware and household utensils","Glassware, tableware and household utensils","Furnishings, household equipment and maintenance",each,10.59
200302,Ring - solid gold (9ct),520130,Ring - solid gold (9ct),Clothing and footwear,Accessories,Jewellery,"Jewellery, clocks and watches",Personal effects (nec),Miscellaneous goods and services,each,586.18
200402,"Watch - analogue, metal strap",520131,"Watch - analogue, metal strap",Clothing and footwear,Accessories,Clocks and watches,"Jewellery, clocks and watches",Personal effects (nec),Miscellaneous goods and services,each,637.3
200402,Wall mirror,520132,Wall mirror,Household items,Furniture,Other furniture and furnishings,Furniture and furnishings,"Furniture, furnishings and carpets","Furnishings, household equipment and maintenance",each (up to 1.5 sq. metre),104.24
200501,Luggage - trolley case,520134,Luggage - trolley case,Transport,Travel equipment,Travel goods,Other personal effects,Personal effects (nec),Miscellaneous goods and services,each (60 - 70cm / 24 - 28 inches),175.47
200702,Ring - diamond solitaire,520135,Ring - diamond solitaire,Clothing and footwear,Accessories,Jewellery,"Jewellery, clocks and watches",Personal effects (nec),Miscellaneous goods and services,each,1903.74
200802,Photo frame,520136,Photo frame,Household items,Furniture,Other personal effects n.e.c.,Other personal effects,Personal effects (nec),Miscellaneous goods and services,each,25.21
200802,Earrings - sterling silver,520137,Earrings - sterling silver,Clothing and footwear,Accessories,Jewellery,"Jewellery, clocks and watches",Personal effects (nec),Miscellaneous goods and services,per pair,41.31
201102,Glasses - frames and single-vision lenses,520138,Glasses - frames and single-vision lenses,Health,Glasses and contact lenses,Corrective eye-glasses and contact lenses,Other medical and therapeutic equipment,"Medical products, appliances and equipment",Health,each,116.07
201302,Contact lenses - daily disposable,520139,Contact lenses - daily disposable,Health,Glasses and contact lenses,Corrective eye-glasses and contact lenses,Other medical and therapeutic equipment,"Medical products, appliances and equipment",Health,per pack of 30 pairs,36.12
201402,Necklace,520140,Necklace,Clothing and footwear,Accessories,Jewellery,"Jewellery, clocks and watches",Personal effects (nec),Miscellaneous goods and services,each (16 - 20 inches),27.81
202002,Reusable bottle or mug,520142,Reusable bottle or mug,Household items,Cookware,Non-electric kitchen utensils and articles,"Glassware, tableware and household utensils","Glassware, tableware and household utensils","Furnishings, household equipment and maintenance",each,10.34
